FY 2012,5/19/2012,5/16/2012,"Dayton Freight Lines Inc., Kent, OH 44240",Worker for a freight line company scanning a bar code with a hand held bar code scanner was crushed by the mast of a lift truck.
FY 2012,5/19/2012,5/16/2012,"Gulf Coast Machine & Supply Company, Beaumont, TX 77705",Worker performing maintenance on an electrical panel was electrocuted.
FY 2012,5/19/2012,5/16/2012,"Missouri American Water, Joplin, MO 64804","Worker cutting pipe with a pipe saw died when the saw kicked back, striking the worker in the throat."
FY 2012,5/19/2012,5/16/2012,"Total Marine Services, Harvey, LA 70058",Worker drowned while recovering a boat.
FY 2012,5/19/2012,5/17/2012,"ACME Tools and Rentals, Bemidji, MN 56601",Worker inside an elevated lift bucket was electrocuted when the lift touched an energized wire.
FY 2012,5/19/2012,5/17/2012,"Airport Road, New Orleans, LA 70113",Worker cutting grating on a ladder died from a 9-foot fall when a piece of the grating fell on him.
FY 2012,5/19/2012,5/17/2012,"Bras-Al Construction Corp., New York, NY 10013",Worker on a construction site died after falling two stories from a scaffold and landing on a sidewalk shed.
FY 2012,5/19/2012,5/17/2012,"Breaux's Mini-Mart, Lafayette, LA 70501","Worker cutting meat at a market died from severe bleeding when he blacked out, falling onto a saw."
FY 2012,5/19/2012,5/17/2012,"SSA Marine Inc., Seattle, WA 98134",Worker was caught-in-between forklift and forklift's overhead protection after climbing over steering wheel and inadvertently activating controls.
FY 2012,5/19/2012,5/18/2012,"ABM Facility Services Inc., Ontario, CA 91767",Building maintenance worker changing a device used to stabilize the current in an electrical circuit was electrocuted.
FY 2012,5/19/2012,5/18/2012,"Manatts Inc., Ames, IA 50010",Worker at an asphalt manufacturing facility was killed when his head was caught in a tank door.
FY 2012,5/19/2012,5/19/2012,"Wente Family Estates/Wente Vineyards Restaurant, Livemore, CA 94550",Worker catering an all-day outdoor event died from possible heat-related illness.
FY 2012,5/19/2012,5/21/2012,"Shuster's Logging Inc., Navarro, CA 95490",Worker for a logging company was killed when a tree fell on him.
FY 2012,5/26/2012,4/16/2012,"Keuka Lake Vineyards Ltd., Hammondsport, NY 14840",Worker at a vineyard was crushed by tractor that rolled over during a spraying operation.
FY 2012,5/26/2012,4/25/2012,"Adirondack Utility Construction Inc., Middletown Springs, VT 05757","Utility worker installing telecommunications lines from inside a steel bucket was electrocuted when the bucket truck contacted a 7,200-volt power line."
FY 2012,5/26/2012,5/5/2012,"Americold Logistics LLC, Tacoma, WA 98424",Warehouse worker stranded on a platform 35 feet high after his forklift malfunctioned died when he fell from another forklift used to rescue him.
FY 2012,5/26/2012,5/17/2012,"Priemo Homes, Siren, WI 54872",Worker performing roofing activities died after collapsing on the roof.
FY 2012,5/26/2012,5/18/2012,"ASAP Seamless Gutters, Secaucus, NJ 07094",Worker died after being ejected from a 40-foot high aerial lift basket.
FY 2012,5/26/2012,5/18/2012,"Brandywine Railroad Subsidiary of Arcelor Mittal, Conshohocken, PA 19428","Railroad worker, who opened up the door to a railcar containing rolls of paper, was crushed when the paper rolls fell on him."
FY 2012,5/26/2012,5/19/2012,"Sandmeyer Steel Company, Philadelphia, PA 19116",Worker painting a fence was struck and killed by a moving vehicle.
FY 2012,5/26/2012,5/20/2012,"Columbia County Mental Health, St. Helens, OR 97051",Worker delivering medications at a mental health facility was attacked and fatally stabbed by a patient.
FY 2012,5/26/2012,5/22/2012,"American Contracting Enterprises Inc., Pittsburgh, PA 15206",Worker performing asbestos removal was electrocuted.
FY 2012,5/26/2012,5/22/2012,"Arens Controls Company LLC, Arlington Heights, IL 60004",Worker testing energy components for use in hybrid vehicles was killed when an explosion occurred.
FY 2012,5/26/2012,5/22/2012,"Boss 4 Packing LLC, Heber, CA 92249",Worker died from possible heat stress after becoming unconscious while harvesting cantaloupes outdoors.
FY 2012,5/26/2012,5/22/2012,"Briteway Stripping Services Inc., Fairview Heights, IL 62208",Road construction worker was struck and killed by a motorist.
FY 2012,6/2/2012,2/21/2012,"Department of Human Services, Grand Rapids, MI 49507",A caseworker was shot and killed by a client who was upset about his benefits being denied.
FY 2012,6/2/2012,5/15/2012,"Coastal Chemical, Lake Park, FL 33403",Worker filling a chlorine tank died from exposure to the chemical.
FY 2012,6/2/2012,5/16/2012,"C & M Tree Experts, Dothan, AL 36301",Worker performing tree trimming operations died after falling 60 feet.
FY 2012,6/2/2012,5/20/2012,"15 Black LLC, Hartley, TX 79044",Worker making repairs to an irrigation system was electrocuted.
FY 2012,6/2/2012,5/20/2012,"Corrections Corporation of America, Natchez, MI 39120",Worker at a correctional facility was killed during a prison riot.
FY 2012,6/2/2012,5/21/2012,"Rainbow Land Nursery School Inc., Woodside, NY 11377",Worker fell from a ladder.
FY 2012,6/2/2012,5/24/2012,"Zimmerman Manufacturing LLC, New Holland, PA 17557",Worker in a manufacturing facility was killed when he fell 12 feet from a skid loader machine.
FY 2012,6/2/2012,5/25/2012,"Delsignore Blacktop Paving Inc., East Greenbush, NY 12061",Worker lowering a tall light mast used to illuminate large areas was electrocuted when the light fixture touched a power line.
FY 2012,6/2/2012,5/25/2012,"E.T.C. Inc., Stantonville, TN 38379",Worker was struck by a truck backing into the dock area.
FY 2012,6/2/2012,5/25/2012,"Espinoza Construction, Cincinnati, OH 45237",Worker performing roof repairs at a residential site died after falling off the roof.
FY 2012,6/2/2012,5/25/2012,"Hummel Machine & Tool Co., Kearny, NJ 07032",Worker operating a lathe machine at a tool and machine company died after a piece of flying glass cut his neck.
FY 2012,6/2/2012,5/25/2012,"Ocala Electric Utility, Ocala, FL 34482",Worker was electrocuted while repairing a damaged transmission line.
FY 2012,6/2/2012,5/25/2012,"Scott's Electric Inc., West Fargo, ND 58078",Worker installing electrical conduits in a building under construction was struck on the head and killed by a 28-foot steel beam.
FY 2012,6/2/2012,5/25/2012,"Tri-State Timber LLC, New Cambria, MO 63558",Worker cutting down trees died when a tree fell on him.
FY 2012,6/2/2012,5/28/2012,"Verso Paper, Sartell, MN 56307","Worker at a paper mill was killed when an air compressor inside the building exploded, causing a fire."
FY 2012,6/2/2012,5/29/2012,"Jim's Disposal Service LLC, Kansas City, MO 64118",Worker riding on the back of a trash truck was killed when he fell off and was run over by the truck.
FY 2012,6/2/2012,5/29/2012,"Pearl River Home Improvement Inc., Nanuet, NY 10954",Worker making repairs to a residential roof died after falling off roof.
FY 2012,6/2/2012,5/30/2012,"HG Construction, Bryant, IN 47326",Worker on a construction site was crushed when a bobcat construction machine rolled over his torso.
FY 2012,6/2/2012,5/30/2012,"Lex Electric Company Inc., Philadelphia, PA 19063",Worker was performing electrical work and fell from a ladder.
FY 2012,6/2/2012,5/30/2012,"Lowe's Construction, Crawfordsville, IN 47933",Worker on a grain bin roof removing a metal sheet was killed after being struck by a crane and falling 35 feet.
FY 2012,6/2/2012,5/30/2012,"Manistique Papers Inc., Manistique, MI 49854","Worker using powered industrial truck to remove paper rolls was killed when the truck tipped over, crushing the worker."
FY 2012,6/2/2012,5/30/2012,"Precision Drilling, Orange, TX 77631","Worker performing drilling operations 3,500 feet below the surface was found dead on rig stairs leading to a mud tank."
FY 2012,6/2/2012,5/31/2012,"Nelson Tree Service Inc., Youngtown, OH 44501",Worker clearing trees from power lines died after falling 45 feet.
FY 2012,6/2/2012,5/31/2012,"Reeco Well Services, Mentone, TX 79754",Worker for an oil and gas producer was killed after being struck on the back by a block while working on a rig floor.
FY 2012,6/2/2012,5/31/2012,"Steel Structures Inc., Wausau, WI 54401","Worker standing inside a forklift bucket to change a ceiling light was killed when the forklift rolled, causing him to fall to the floor."
FY 2012,6/2/2012,6/1/2012,"Mississippi Phosphates Corp., Pascagoula, MS 39581",Worker died from burns after a pipe from the steam system he was checking exploded.
FY 2012,6/2/2012,6/1/2012,"URS Washington Division, Olmsted, IL 62970",Worker at a lock and dam construction site was crushed after falling between two barges he was tying together.
FY 2012,6/9/2012,4/2/2012,"MDL Property Management Inc., Boynton Beach, FL 33437",Worker operating a riding lawn mower died from burns after the mower exploded.
FY 2012,6/9/2012,5/24/2012,"Applied Aquatic Management Inc., Clewiston, FL 33440",Worker for a wetland management company died after his airboat collided with another.
FY 2012,6/9/2012,6/1/2012,"Beasley Timber Co. Inc., Birmington, AL 35207",Worker unloading bundles of wood was killed when one of the bundles fell on him.
FY 2012,6/9/2012,6/1/2012,"Eastern Colorado Tire, Burlington, CO 80807",Worker inflating an irrigation tire was killed when the tire exploded.
FY 2012,6/9/2012,6/1/2012,"Temp Handbody Farm Labor Services, Huron, CA 93234",Farm worker pruning fruit trees died from possible heat stress.
FY 2012,6/9/2012,6/1/2012,"Waukesha Electric Systems Inc., Goldsboro, NC 27530",Worker died from electrical burns received while testing a transformer.
FY 2012,6/9/2012,6/2/2012,"L-Con Inc., Houston, TX 77015",Worker welding a pipeline that once contained crude oil died when an explosion occurred.
FY 2012,6/9/2012,6/4/2012,"Arcelor Mittal Columbus LLC, Columbus, OH 43207",Worker for a steel products manufacturer died after complaining of pain.
FY 2012,6/9/2012,6/4/2012,"Oil States Industries, Houma, LA 70363",Worker inside a fabrication shop was killed when a wall collapsed on him
FY 2012,6/9/2012,6/4/2012,"Ward Manufacturing Inc., Blossburg, PA 16912","Worker sustained a head injury while working on a SPH 40 core machine, which is used as part of a foundry process to prepare raw materials for forming the end-product."
FY 2012,6/9/2012,6/4/2012,"Williams Brothers Construction Company Inc., San Antonio, TX 78232",Worker installing metal decking on a highway under construction died after falling 50 feet.
FY 2012,6/9/2012,6/5/2012,"Abhe & Svoboda, San Pedro, CA 90731",Worker sand blasting diesel fuel tanks died from a possible heart attack.
FY 2012,6/9/2012,6/5/2012,"H & H Iron and Metal Inc., Corpus Christi, TX 78405",Worker at a scrap metal facility was crushed between a vehicle and an industrial machine.
FY 2012,6/9/2012,6/5/2012,"Kurt Clark dba Clark's Concrete, Newcastle, CA 95658",Worker was killed when a wall under demolition collapsed on him.
FY 2012,6/9/2012,6/5/2012,"Renewed Earth, Otsego, MI 49078",Worker operating a screening machine was killed when he was pulled into the machine.
FY 2012,6/9/2012,6/5/2012,"Simon Contractors, Caputa, SD 57725","Worker operating an asphalt roller died after the machine tipped over, crushing him underneath."
FY 2012,6/9/2012,6/6/2012,"Jay Springer Contracting, Ligonier, PA 15658",Worker died after falling off of roof he was repairing.
FY 2012,6/9/2012,6/6/2012,"Live Nation, Universal City, CA 91608",Worker fell 60 feet from scaffolding while working inside an amphitheater.
FY 2012,6/9/2012,6/6/2012,"McAlester Army Ammunition Plant, Fort Leonard Wood, MO 65473",Railroad maintenance worker died after being struck by a rolling rail car.
FY 2012,6/9/2012,6/6/2012,"Nu Pak Solutions Inc., Norton Shores, MI 49441",Worker at a styrofoam packaging plant was crushed by a press machine.
FY 2012,6/9/2012,6/6/2012,"Tele-Solutions Inc., Salem, OH 44460",Worker suffered a fatal fall while installing telecommunications equipment.
FY 2012,6/23/2012,5/17/2012,"New York City Parks & Recreation, Far Rockaway, NY 11691",Worker for a city parks and recreation department died from overexposure to sealant and dye fumes.
FY 2012,6/23/2012,6/5/2012,"Bamford Timber, Oroville, CA 95966",Worker using an excavator to perform logging operations was killed when the chain on the equipment broke and struck worker in the head.
FY 2012,6/23/2012,6/5/2012,"Veit & Company Inc., Rogers, MN 55374",Worker operating a drill rig died from head trauma when he fell from the machine's broken seat.
FY 2012,6/23/2012,6/13/2012,"NOSWerks, Los Angeles, CA 90007",Worker was killed when bottles of nitrous oxide exploded.
FY 2012,6/23/2012,6/13/2012,"Parmass Holdings Inc. dba Envision Plastics, Reidsville, NC 27323",Worker performing equipment maintenance was electrucuted.
FY 2012,6/23/2012,6/14/2012,"Camino Agave Inc., Yorktown, TX 78164",Worker hydrotesting two pipelines was struck and killed by the pressure testing equipment.
FY 2012,6/23/2012,6/15/2012,"Millicoma Logging LLC, Ten Mile, OR 97420",Worker was fatally injured when a log being lifted by equipment broke and fell on his chest.
FY 2012,6/23/2012,6/15/2012,"Seattle Mechanical, Auburn, WA 98001",Worker servicing a HVAC unit on a building roof died after falling through an unguarded skylight.
FY 2012,6/23/2012,6/15/2012,"The Davey Tree Surgery Company, Fort Bend, TX 77494",Worker performing tree services died after falling from a boom truck bucket.
FY 2012,6/23/2012,6/17/2012,"Brown County Guided Trail Guide, Nashville, IN 47448",Worker leading a guided horseback trail ride was struck and killed by a falling tree.
FY 2012,6/23/2012,6/18/2012,"Kaiser Electric, Inc., St. Louis, MO 63110",Worker climbing a ladder to access a roof died after falling more than 20 feet.
FY 2012,6/23/2012,6/18/2012,"Mill Steel Company, Grand Rapids, MI 49508","Worker moving steel coils was crushed when one of the 8,000-pound coils fell on him."
FY 2012,6/23/2012,6/18/2012,"Universal Roofing & Sheetmetal, Inc., Norman, OK 73014",Worker died from a 50-foot fall while repairing a roof.
FY 2012,6/23/2012,6/18/2012,"Waste Management, San Leandro, CA 94577",Worker in a waste management plant was struck and killed by a bulldozer.
FY 2012,6/23/2012,6/18/2012,"Zandstra Construction, Faith, SD 57626",Worker operating an asphalt roller was pinned underneath the machine when it rolled over into a ditch.
FY 2012,6/23/2012,6/19/2012,"A & S Trucking, Washington, DC 20018",Worker picking up mail from an office trailer was struck and killed by a dump truck.
FY 2012,6/23/2012,6/19/2012,"Cleveland Wrecking Company, Bakersfield, CA 93308",Worker died from a 50-foot fall when the beam he was cutting collapsed and knocked over the man-basket he was inside.
FY 2012,6/23/2012,6/19/2012,"Powers Distributing Company, Orion, MI 48359",Worker at a brewery warehouse died from injuries when he fell from a trailer onto the cement ground.
FY 2012,6/23/2012,6/19/2012,"Sky Brand Services, Arvin, CA 93203",Worker dismantling pipes on an oil tanker was killed when the tank exploded.
FY 2012,6/23/2012,6/21/2012,"Jimmy A. Odom General Building Contractors, Antioch, CA 94509",Worker installing sheeting on the exterior of a house died after falling eight feet from ladder.
FY 2012,6/23/2012,6/22/2012,"Consumers Energy, Jonesville, MI 49028",Worker assessing the damage to downed power lines was struck and killed by a vehicle.
FY 2012,6/23/2012,6/22/2012,"Dustin Ellis dba Dustin Ellis Logging, Stanley, NC 28164",Worker cutting down trees was killed when a tree struck him.
FY 2012,6/30/2012,6/9/2012,"Recycling Services of Indiantown LLC, Indiantown, FL 34956","Worker using a torch to cut a propane tank died from burns suffered when the propane ignited, causing a fire."
FY 2012,6/30/2012,6/12/2012,"Dynamic Concrete Solutions LLC, Tampa, FL 33610",Worker performing roof repairs died after falling 60 feet.
FY 2012,6/30/2012,6/13/2012,"Electrical Contractor Inc., Augusta, GA 30906",Worker making electrical repairs was electrocuted after touching a nearly 300-volt line.
FY 2012,6/30/2012,6/13/2012,"Erie County Medical Center, Buffalo, NY 14215",Hospital worker was shot and killed.
FY 2012,6/30/2012,6/13/2012,"Scruggs Equipment Company, Memphis, TN 38113","Worker was killed when a garbage truck he was working on activated, pinning his head."
FY 2012,6/30/2012,6/14/2012,"Ball Fabrics Inc., Deland, FL 32720",Worker making roof repairs fell 35 feet through a skylight.
FY 2012,6/30/2012,6/14/2012,"Dragon Man's Shooting Range, Colorado Springs, CO 80929",Worker on the set of a TV show was killed by a smoke bomb.
FY 2012,6/30/2012,6/14/2012,"Joy Construction, Ridgewood, NJ 074506",Worker was struck on the head and killed by flying debris.
FY 2012,6/30/2012,6/14/2012,"M. G. Dyess Inc., DeKalb, MI 39328",Worker was crushed by pipes after the strap holding a load of pipes together broke.
FY 2012,6/30/2012,6/14/2012,"Sugar Farms Co-op, South Bay, FL 3349",Farm worker died after he drove his tractor with a spray rig into a canal.
FY 2012,6/30/2012,6/17/2012,"Food Business Inc., dba Germantown Café East, Nashville, TN 37206",Restaurant worker died from suffocation after becoming trapped in a walk-in cooler.
FY 2012,6/30/2012,6/19/2012,"Grass Choppers, Purcellville, VA 22132",Worker operating a lawnmower died when the mower rolled down an enbankment and landed on top of him in a creek.
FY 2012,6/30/2012,6/21/2012,"BPS Inc., Minneapolis, MN 55413",Worker at a metal manufacturing facility was killed after being crushed by a pile of steel.
FY 2012,6/30/2012,6/21/2012,"National Park Service Paradise Station, Longmire, WA 98397","National parks service worker attempting to rescue climbers was killed after falling 3,000 feet down a mountain."
FY 2012,6/30/2012,6/22/2012,"Village of Central City - Public Works Department, Central City, IL 62801",Worker was killed when a burning tree limb fell on his head.
FY 2012,6/30/2012,6/25/2012,"Bob Evans Restaurant, Streetsboro, OH 44241",Restaurant worker died from surgical complications after falling and fracturing her right hip.
FY 2012,6/30/2012,6/25/2012,"BP Petroleum, Durango, CO 81303",Worker at a gas compression station was killed during an explosion.
FY 2012,6/30/2012,6/25/2012,"Illinois Department of Transportation - District 3 Ladd Yard, Springfield, IL 61362","Highway maintenance worker performing mowing operations died after being thrown from the tractor, which landed on top of him."
FY 2012,6/30/2012,6/26/2012,"Ati Allvac, Richburg, SC 29729",Worker at a metals facility died from asphyxiation after exposure to nitrogen.
FY 2012,6/30/2012,6/26/2012,"Bombardier Recreational Products, Benton, IL 62812",Worker test driving a recreational boat was killed when his boat collided with another.
FY 2012,6/30/2012,6/26/2012,"General Motors Corp., Cleveland, OH 4413",Worker at a metal processing plant was killed after being caught between machinery.
FY 2012,6/30/2012,6/26/2012,"Jason Inc., Benton, IL 62812","Collision of two Sea-Doo boats being demonstrated by manufacturer, one worker fatality."
FY 2012,6/30/2012,6/26/2012,"Lane Line LLC, Brookhaven, MS 39601",Worker performing measurements inside a workzone was struck and killed by a company truck.
FY 2012,6/30/2012,6/27/2012,"Florida Natives Nursery Inc., Englewood, FL 33565",Worker drowned after being pinned underwater by an overturned dozer.
FY 2012,6/30/2012,6/27/2012,"Hav-Tech Inc., Fairfield, OH 45014",Worker installing plywood sheeting on a roof fell from a ladder after suffering an apparent heart attack.
FY 2012,6/30/2012,6/27/2012,"Midwest Steeplejacks, Fargo, ND 58104",Worker died after falling 153 feet from a cellphone tower.
FY 2012,6/30/2012,6/27/2012,"Seven Hills Dairy LLC, Goodland, IN 47948",Worker at a dairy farm was crushed by a front loader bucket.
FY 2012,6/30/2012,6/28/2012,"Key Energy Services, Arboles, CO 81121",Worker performing rigging operations died after falling from the rig platform.
FY 2012,6/30/2012,6/28/2012,"R & B Mechanical Inc., West Mittlin, PA 15122",Worker died of a possible heart attack or from being caught between top of aerial lift and the ceiling.
FY 2012,6/30/2012,6/29/2012,"Bluegrass Materials Company LLC, Baxter, KY 40806",Worker at a construction materials company died when the forklift he was operating overturned.
FY 2012,7/7/2012,5/22/2012,"AJG Inc., Washington, DC 20008",Worker died after falling through a floor opening at a residential construction site.
FY 2012,7/7/2012,5/23/2012,"Browntree Horses, Macon, GA 31211",Worker died from blunt force trauma to the head when a horse she was caring for kicked or stepped on her.
FY 2012,7/7/2012,6/7/2012,"Bes Packaging Corp., Elk Grove Village, IL 60007",Worker changing a mold on a thermo forming machine was found dead slumped over at the machine.
FY 2012,7/7/2012,6/15/2012,"Lakewood 400 Antiques Market LLC, Cumming, GA 30040","Worker at an antiques market was crushed by a 2,600-pound pill press machine."
FY 2012,7/7/2012,6/18/2012,"Cooper Road LLC, Parsonburg, MD 21849",Worker died after falling six feet while installing wiring.
FY 2012,7/7/2012,6/20/2012,"Long Cove Development Inc., Malakoff, TX 75148",Worker at a residential community development was struck and killed by a falling tree.
FY 2012,7/7/2012,6/21/2012,"Rosiek Construction Co., Inc., Blytheville, AK 72315",Worker performing construction activities collapsed and died from possible heat stress.
FY 2012,7/7/2012,6/23/2012,"Obayashi Corporation, Austin, TX 78726",Worker removing concrete at a construction site died after collapsing.
FY 2012,7/7/2012,6/24/2012,"Baja Ranch LLC, Lordsburg, NM 88045",Worker was run over and killed by a field tractor.
FY 2012,7/7/2012,6/24/2012,"Grand Isle Shipyard Inc., Abbeville, LO 70510",Worker was struck and killed by a forklift after the forklift's brakes failed.
FY 2012,7/7/2012,6/24/2012,"Samsung Austin Semiconductor LLC, Austin, TX 78754",Worker was found laying face down in the doorway of the stairs.
FY 2012,7/7/2012,6/24/2012,"T.H. Construction Company, Bennet, NE 68317",Worker using a pipe wrench to loosen the cap from an utility line was killed when the wrench struck his head.
FY 2012,7/7/2012,6/25/2012,"A C & S Inc., Nitro, WV 25143",Worker using a supply air hood to perform sandblast operations died from asphyxiation when the air hood was wrongfully connected to a nitrogen line.
FY 2012,7/7/2012,6/25/2012,"Symmetry Turf Installations LLC, Fayetteville, AR 72701",Worker laying artificial turf died from possible heat stress.
FY 2012,7/7/2012,6/26/2012,"River Parish Disposal, Metairie, LA 70003",Worker making repairs underneath a garbage truck was killed when the truck rolled over him.
FY 2012,7/7/2012,6/27/2012,"R & R Holsteins, Gooding, ID 83330",Worker performing maintenance activities died when he was caught between a feed trailer and a loader.
FY 2012,7/7/2012,6/28/2012,"Big 4 Erectors LP, Conroe, TX 77384","Worker operating a crane to lift a concrete wall was killed when the crane collapsed, crushing the worker inside the cab."
FY 2012,7/7/2012,6/29/2012,"S&S Graham Archery Sales Inc., China Grove, NC 28023","Worker using acetone to perform taxidermy activities was killed when the pilot light from a water heater ignited the acetone vapors, causing a fire."
FY 2012,7/7/2012,6/29/2012,"Solomon Corporation, Solomon, KS 67480","Worker was crushed by a 9,000-pound electrical transformer."
FY 2012,7/7/2012,7/1/2012,"Thornton Drilling Company, Andrews, TX 79714",Worker power washing a water tank was electrocuted when the power cords arced.
FY 2012,7/7/2012,7/2/2012,"Black River Builders, Zeeland, MI 49464",Worker performing roof repairs died after falling nearly 25 feet through the roof.
FY 2012,7/7/2012,7/2/2012,"Chester Bross Construction Co. Inc., Bloomsdale, MO 63627",Worker was doing highway construction and was struck and killed by a dump truck.
FY 2012,7/7/2012,7/2/2012,"Elite Spice Inc., Jessup, MD 21849",Worker was crushed in the mast of a forklift.
FY 2012,7/7/2012,7/2/2012,"Tri-State Pole & Piping Inc., Lucedale, MS 39452",Teenage worker helping to stack a bundle of poles was killed when one pole struck his head.
FY 2012,7/7/2012,7/3/2012,"Express Tire Service Inc., Kalkaska, MI 49646","Worker was changing a tire on a piece of farm equipment when it exploded, striking and killing worker."
FY 2012,7/7/2012,7/4/2012,"Chief Orchards Packing and Storage, Wapato, WA 989510",Worker checking the pressure of jets on a sprayer tank was killed after being struck by the tank.
FY 2012,7/7/2012,7/4/2012,"Forrest Tire Company, Hobbs, NM 88240","Worker was changing a truck tire when it exploded, striking and killing worker."
FY 2012,7/7/2012,7/4/2012,"San Saba Pecan, Las Cruces, NM 88005",Worker using a scissor lift died from injuries suffered when the lift toppled over.
FY 2012,7/7/2012,7/5/2012,"Alameda County Fair, Pleasanton, CA 94566",Horse jockey died after being thrown from horse and trampled on.
FY 2012,7/7/2012,7/5/2012,"Platinum Energy Services, Chireno, TX 75937",Worker was killed when the cap of a pressure manifold struck his head.
FY 2012,7/7/2012,7/7/2012,"Consolidated Fruit LLC, Wapato, WA 98951",Worker operating a forklift was crushed when the vehicle went off the side of the road and tipped over.
FY 2012,7/14/2012,6/13/2012,"Scruggs Equipment Company, Memphis, TN 38113",Worker performing maintenance on a front end garbage truck loader was crushed between the driver's side lifting arm and the debris body of the truck.
FY 2012,7/14/2012,6/22/2012,"Green Mountain Tree Service, Detroit, MI 48223",Worker was crushed by a branch that was cut from a large oak tree.
FY 2012,7/14/2012,6/27/2012,"Plaska Transmission Line Construction LLC, Eunice, NM 88231","One worker died, another injured after suffering electrical burns when the boom truck they were inside touched a power line."
FY 2012,7/14/2012,7/1/2012,"R.G. Lumber Corp., Jackman, MA 04945",A worker moving a logging machine died when the machine struck him.
FY 2012,7/14/2012,7/2/2012,"Oakland Timberjax LLC, Oakland, MD 21550",Worker cutting down trees after storm damage died after falling more than 50 feet to the ground.
FY 2012,7/14/2012,7/2/2012,"R.G. Lumber Corp., Jackman, MA 04945",A worker moving a logging machine died when the machine struck him.
FY 2012,7/14/2012,7/2/2012,"W.W. Landscaping Inc., Pinetops, NC 27864",Worker cutting down a nearly 100-foot-high pine tree was struck and killed by another falling tree.
FY 2012,7/14/2012,7/3/2012,"Escoe Industrial, Jefferson, GA 30549","Worker was electrocuted after falling onto a 4,100-volt switch gear."
FY 2012,7/14/2012,7/3/2012,"Laning's Dairy Supply, Rosendale, WI 54974","Worker installing a cattle spraying apparatus was struck by a cattle gate carriage, pinning worker between the carriage and a post."
FY 2012,7/14/2012,7/5/2012,"Mail Contractors of America, Urbandale, IA 50322",Worker was run over and killed when he tried to stop a moving tractor.
FY 2012,7/14/2012,7/5/2012,"Spancrete, Oshkosh, WI 54901",Worker was struck and killed by a crane boom.
FY 2012,7/14/2012,7/6/2012,"Brookside Farms Inc., West Townsend, MA 01474","Worker loading a hay trailer was killed when the trailer rolled backwards, crushing him."
FY 2012,7/14/2012,7/6/2012,"Customs and Border Protection, Fort Hancock, TX 79839","Worker operating an all-terrain vehicle was crushed when the vehicle rolled down an embankment, landing on top of him."
FY 2012,7/14/2012,7/6/2012,"Findlay Roofing, Atlanta, GA 30316",Worker making roofing repairs was electrocuted after touching a power line.
FY 2012,7/14/2012,7/6/2012,"West Alabama Mechanical, Inc., Tuscaloosa, AL 35404",Worker operating a crane was struck by the machine's gear box and pump when crane tipped over.
FY 2012,7/14/2012,7/7/2012,"Jose Galtan, Machesney Park, IL 61115",Worker loading appliances onto a delivery truck collapsed and died. Cause of death unknown.
FY 2012,7/14/2012,7/8/2012,"Owens Coming, Newark, OH 43055",Worker for an insulation manufacturer was found dead from possible heat stress.
FY 2012,7/14/2012,7/9/2012,"Coastal Parasail, Inc., Panama City Beach, FL 32408",Worker collecting trash was run over by a trash truck.
FY 2012,7/14/2012,7/9/2012,"Consumers Cooperative Society, Kalona, IA 52247",Worker cleaning out a grain bin was found unresponsive on ground near bin.
FY 2012,7/14/2012,7/10/2012,"Knife River Corporation - Northwest, Canby, OR 97013",Worker placing roadway signs at an intersection was struck and killed by a vehicle.
FY 2012,7/14/2012,7/10/2012,"Pioneers International, Inc., Orlando, FL 32832",Worker operating a riding lawn mower was found in a canal pinned underneath the mower.
FY 2012,7/14/2012,7/10/2012,"State Farm, Oshkosh, WI 54904","Worker fell off an extension ladder, suffering fatal head trauma."
FY 2012,7/14/2012,7/11/2012,"Joyce Fisher Limited Partnership, Mentone, TX 79754",Worker loading a machine into the bucket of a backhoe died after being caught between the backhoe's bucket and the outrigger.
FY 2012,7/14/2012,7/11/2012,"L & C Exteriors, Overland, MO 63114",Worker pulling a roller on a flat roof died after falling through a skylight.
FY 2012,7/14/2012,7/11/2012,"Windsor Fuel Company, Pittsburg, CA 94565",Worker shifting traffic control cones was struck and killed by a vehicle.
FY 2012,7/14/2012,7/12/2012,"Hearthside Food Solutions LLC, McComb, OH 45858",Worker died after experiencing shortness of breath while packaging cookies on a production line.
FY 2012,7/14/2012,7/12/2012,"Thomas Logging LLC, Climax Twp, MI 49034",Worker was crushed by a tree while cutting timber.
FY 2012,7/14/2012,7/13/2012,"Dillard Smith Crossville, TN 38572",Worker replacing broken electric poles was electrocuted after touching a live power line.
FY 2012,7/14/2012,7/13/2012,"RM Walsdorf Inc., Brownsville, TX 78521","Worker performing maintenance work on a paving machine was crushed when the hydraulic line gave way, causing the machine to fall."
FY 2012,7/21/2012,4/26/2012,"Alside Supply Center, Cuyahoga Falls, OH 44223",Worker at a residential building supply company died from a possible heart attack.
FY 2012,7/21/2012,7/12/2012,"Welding Services Inc., Stamford, CT 06902",Worker was electrocuted while reinforcing steel.
FY 2012,7/21/2012,7/13/2012,"Baker Logging, Williamsburg, PA 16693",Worker cutting lumber was struck and killed by a falling tree.
FY 2012,7/21/2012,7/13/2012,"Dean Construction, Canton, MS 39288",Worker installing skylights died after falling 20 feet onto concrete floor.
FY 2012,7/21/2012,7/16/2012,"Aluminum Co. of America Bettendorf, IA 52722",Worker performing maintenance on a machine used to cut steel was struck and killed by an overhead carriage.
FY 2012,7/21/2012,7/16/2012,"Fino Electric, LLC, Newark, NJ 07105",Worker fell 35 feet from an aerial lift basket.
