AZ,09/23/10,"Vargas General Engineering, LLC, Peoria, AZ 85381",Worker suffered fatal injuries when an excavator tipped over, pinning him.,Unknown,33.6110622,-112.2324406
MO,10/06/10,"Osage Valley Electric Coop, Rich Hill, MO 64779",The worker was using a chainsaw to cut a tree trunk. As the trunk was cut, it split and sprang back striking the worker fatally.,Unknown,38.0964191,-94.3610616
TX,02/28/11,"Brookshire Brothers Ltd.,, Lufkin, TX 75904",Worker was salvaging parts from a mechanical dock leveler. A forklift was raising the dock leveler when it slipped and crushed the worker.,Unknown,31.3382406,-94.729097
CA,02/28/11,"Central Valley Meat,, Hanford, CA 93230",Worker struck by paddle of meat blender after sanitizing it, and blender wasn't locked out.,Unknown,36.3274502,-119.6456844
OH,03/03/11,"Quick Pak Inc.,, Sharonville, OH 45246",Worker was found after falling 30 feet from an elevated lift.,Unknown,39.2828895,-84.4697663
LA,03/08/11,"Boudier Brothers Construction Group, Inc.,, Violet, LA 70092",Worker doing masonry to cover an opening between a house wall and its foundation was electrocuted when worker came in contact with a set of cables.,Unknown,29.8957605,-89.8978439
OK,03/04/11,"Sauced on Paseo, LLC,, Oklahoma City, OK 73103",Worker was using an electric material hoist to move beer to a lower level when the overloaded hoist failed and struck the worker, coming to rest 8 feet below.,Unknown,35.4900741,-97.5193093
WA,03/05/11,"Manson Mowat a Joint Venture,, Bremerton, WA 98310",Worker was operating a hoist on a spud barge when a piece of the winch came loose and struck him on the head.,Unknown,47.5940141,-122.6200119
MI,03/08/11,"U.S. Postal Service,, Dundee, MI 48131",Worker delivering mail was crushed when a concrete porch collapsed.,Unknown,41.9572676,-83.6596596
TX,03/10/11,"Ultra Building Services,, The Woodlands, TX 77381",Worker operating an electric floor buffer in the building was found unconscious and non-responsive by building security.,Unknown,30.1704912,-95.509247
FL,03/11/11,"Westfalia Technologies, Inc.,, Tampa, FL 33612",Worker was replacing chains on a storage retrieval machine when a vertical lift station came crashing down, striking the worker.,Unknown,28.0563834,-82.4427769
NJ,09/11/10,"Paolella Pro-Fitting, Inc., Newark, NJ 07105",Worker was killed after being run over by a highway milling machine.,Unknown,40.7231264,-74.1416127
NE,01/11/11,"DL Cattle LLC., Parks, NE 69041",Worker was asphyxiated after being engulfed in a grain bin.,Unknown,40.0428682,-101.7254011
OK,02/09/11,"Airco Service, Inc., Tulsa, OK 74146",Worker died after falling 15 feet through a snow-covered skylight.,Unknown,36.0882182,-95.8459341
LA,03/06/11,"Koch Specialty Plant Services, Inc., Norco, LA 70079",Worker performing maintenance on a tower died after becoming unconscious from hydrogen sulfide exposure and falling 100 feet.,Unknown,29.9990924,-90.4123042
FL,03/06/11,"Reithoffer Shows, Inc., North Fort Myers, FL 33917",Worker disassembling a fair/carnival ride was found unresponsive.,Unknown,26.6672935,-81.8800861
MN,03/07/11,"Barnesville Bus Company, Barnesville, MN 56514",Business co-owner was killed after being crushed by facility's garage door.,Unknown,46.6533237,-96.4200126
IA,03/10/11,"John Deere PEC Waterloo, IA 50702",Worker ejected from, then pinned under tractor, after losing control and striking a utility pole.,Unknown,42.4638414,-92.3172324
TX,03/11/11,"5J Oilfield Services, LLC., Stanton, TX 79782",Worker was killed when caught between a tractor trailer and forklift.,Unknown,32.1292891,-101.7884642
IL,03/14/11,"Vesuvius Chicago Heights Plant, Chicago Heights, IL 60411",Worker unclogging a bin died after falling 30 feet onto railroad tracks.,Unknown,41.506146,-87.6355995
RI,03/15/11,"Composite Rigging Limited and Company, North Kingstown, RI 02852",Worker died after being struck on the head by a sailboat rigging cable.,Unknown,41.5877721,-71.4655565
CA,03/16/11,"Century Lighting, Sacramento, CA 95834",Worker died after being crushed between a store ceiling and aerial device basket.,Unknown,38.6418022,-121.5255815
CA,03/17/11,"Devine Intermodal, Sacramento, CA 95691",Worker, who was assisting a vehicle, was struck and killed by another vehicle.,Unknown,38.5815697,-121.5312934
LA,03/18/11,"Gilchrist Construction, Alexandria, LA 71302",Worker employed as a traffic flagger was struck and killed by a truck.,Unknown,31.3112936,-92.4451371
NY,03/20/11,"Butterville Farms, LLC., Adams, NY 13605",Worker died after sustaining crushing injuries while working in a cow barn.,Unknown,43.8092321,-76.0240892
TX,01/10/11,"Triumph Aerostructures Vought Aircraft Division, Grand Prairie, TX 75211",Worker died after falling from a tractor trailer while trying to secure materials.,Unknown,32.7433629,-96.8887202
PA,03/02/11,"Witmer Mulch, Willow Street, PA 17584",Worker was killed after being struck in the head by a mulch hopper.,Unknown,39.9792659,-76.2763474
NM,03/09/11,"Reeco Well Services, Inc., Lovington, NM 88260",One worker killed and three workers injured from a fire at an oil well rig.,Unknown,32.9440077,-103.3485543
FL,03/18/11,"Richard McKenzie & Sons, Inc., Frostproof, FL 33843",Worker was ejected from and run over by a front-end loader.,Unknown,27.7458626,-81.5306313
TX,03/19/11,"T. K. Stanley, Beaumont, TX 77713",Worker was crushed between two derricks sections.,Unknown,30.080174,-94.1265562
KY,03/20/11,"Yellow Cab of Lexington, Lexington, KY 40510",Worker found shot in cab.,Unknown,38.0765476,-84.5955732
MS,03/21/11,"Woodall Electric, Inc., Moselle, MS 39459",Worker was electrocuted after contacting live lighting parts.,Unknown,31.5122762,-89.3037147
GA,03/22/11,"Baldwin Paving Company, Inc., Marietta, GA 30060",Worker was pinned between asphalt roller and a dumpster.,Unknown,33.9488147,-84.5379455
OH,03/23/11,"Thieman Stampling Co., New Bremen, OH 45869",Worker was found dead on the floor of a welding shop.,Unknown,40.4369919,-84.3796729
MA,03/23/11,"Fuentes Enterprises, Inc., West Springfield, MA 01089",Worker was killed after a cigarette lighter used to check the level of a 55-gal. drum of flammable liquid ignited the liquid's vapor and exploded. Worker died from burns and blunt head trauma.,Unknown,42.1070383,-72.6203675
FL,03/24/11,"Russell Engineering, Sunrise, FL 33322",Worker picking up roadway debris was run over and killed by an asphalt paving roller.,Unknown,26.1544576,-80.2711588
KS,03/25/11,"Hamm Company, Perry, KS 66073",Worker was struck and killed by a vehicle in a shop parking lot.,Unknown,39.0758335,-95.3933077
OR,03/25/11,"Vo's Auto Repair, Gresham, OR 97030",Worker inspecting car bearings was crushed after car began moving.,Unknown,45.5140983,-122.4228701
MT,03/26/11,"Kenco LLC., Lincoln, MT 59639",A truck driver securing a load of logs was struck in the head by a loose log.,Unknown,46.9549402,-112.6817071
NY,03/26/11,"NYS Police Clarence LODD 2011, Clarence, NY 14031",Police trooper struck by a passing vehicle while conducting a traffic stop.,Unknown,42.9813122,-78.6001482
IA,03/26/11,"Pinnacle Foods Group LLC, Fort Madison, IA 52627",Sanitation worker was killed after being pulled into auger while cleaning it.,Unknown,40.6297634,-91.314535
AL,03/27/11,"ABC Coke-Division of Drummond Company, Tarrant, AL 35217",Worker was crushed between a coal hopper and Larry car while trying to open a coke oven chute.,Unknown,33.587872,-86.770106
CA,03/29/11,"All American Window Cleaning, Inc., Canyon, CA 92647",Worker washing windows was electrocuted after making contact with a live wire.,Unknown,33.7222674,-118.0010421
IL,03/29/11,"Com Ed, Crystal Lake, IL 60014",Utility worker helping to move electric poles was killed when a portion of the pole fell on the worker's head.,Unknown,42.2411344,-88.3161965
AZ,03/29/11,"Comfort World A/C and Heating, LLC, Scottsdale, AZ 85254",Worker fell from ladder.,Unknown,33.6071829,-111.9403254
TX,03/29/11,"Timberline Nursery Inc., Hillister, TX 77624",Worker suffered blunt force head trauma after riding bicycle off a four-foot loading dock.,Unknown,30.6983596,-94.3051542
OH,03/30/11,"Rebay, Marletta, OH 45750",Worker was operating a skid steer on the ramp to a large running diesel trammel and was found inside the trammel.,Unknown,39.4404583,-81.4498717
OR,03/16/11,"Sanders Wood Products Molalla, OR 97038",Worker died after being struck on the head by a piece of lumber that fell from a conveyer.,Unknown,45.1473445,-122.5770322
KY,03/21/11,"Carbide Industries, LLC Louisville, KY 40211",Two workers were killed and one injured after an explosion in an industrial gas plant.,Unknown,38.2371978,-85.8230251
KY,03/31/11,"Dixon Electrical Systems & Contracting, Inc., Ashland, KY 41101",Electrical worker died from burns and asphyxiation after a coke oven gas explosion.,Unknown,38.4784144,-82.6379387
TX,03/31/11,"DME Enterprises, Bridge City, TX 77611",A welder working on top of a storage tank was killed when the tank exploded, throwing the worker to the ground.,Unknown,30.0207678,-93.8457255
TX,04/01/11,"Orion Drilling Company LLC Altair Rig #7, Catarina, TX 78836",Worker died after being struck in the head from an 8-lb. bolt that fell 142 feet from a drilling rig.,Unknown,28.3455475,-99.6133788
WI,04/06/11,"Michels Pipeline, Livingston, WI 53554",Worker was electrocuted while installing a new set of power lines next to existing lines.,Unknown,42.8999924,-90.4309595
TN,04/08/11,"E & A Construction Chattanooga, TN 37421",Worker was killed after falling through a sky light while removing rubber roofing.,Unknown,35.041539,-85.1583064
FL,03/30/11,"Eller-I.T.O. Stevedoring Company L.L.C., Miami, FL 33132",Worker was struck and killed by a falling refrigerated container.,Unknown,25.7700009,-80.1679758
GA,04/01/11,"Macy's Department Store, Atlanta, GA 30326",A department store worker died after tripping over the leg of fixture and hitting his head on the tiled floor.,Unknown,33.849145,-84.3620913
IL,04/01/11,"Union Roofing, Inc., Bloomington, IL 61701",Worker repairing a metal roof died after falling eight feet from a ladder to the concrete ground.,Unknown,40.477779,-88.9892448
FL,04/07/11,"United Fire Protection, Inc., Lake Placid, FL 33610",Two workers filling a water storage tank and replacing a fire pump system were crushed when the building collapsed after the storage tank exploded.,Unknown,28.0007147,-82.3831561
GA,04/08/11,"Colonial Terminals, Inc., Savannah, GA 31415",Worker died from burns after a tanker truck filled with toluene caught fire and exploded.,Unknown,32.0730973,-81.1251235
IL,04/08/11,"Security Lumber & Supply Company, Bradley, IL 60915",Worker repairing a roof truss machine was crushed between a gantry table press and a finish roller.,Unknown,41.1454805,-87.8598861
MS,04/09/11,"Helen of Troy, Southhaven, MS 38672",Worker, who suffered a leg injury while operating a forklift truck, later died from complications from the injury.,Unknown,34.9341033,-89.9299949
IL,04/10/11,"City of Rochelle Rochelle Municipal Utilities Rochelle, IL 61068",Worker electrocuted while troubleshooting a power outage on a 4K phase-to-phase line.,Unknown,41.9239178,-89.0687073
IL,04/11/11,"Monshan Partners, Inc., Arcola, IL 61910",Worker was struck by a train while crossing railroad tracks to enter a nearby warehouse.,Unknown,39.684755,-88.3064367
AL,04/11/11,"RDA Service Company, Inc., Webb, AL 36376",Worker trimming trees died after falling 50 feet from an aerial bucket.,Unknown,31.2604534,-85.2732658
NY,04/11/11,"Southland Contracting, Inc., Webster, NY 14580",Worker was killed after falling onto a conveyor inside a tunnel.,Unknown,43.2122851,-77.4299939
CA,04/11/11,"Stidham Construction Kingsburg, CA 93631",Worker installing insulation in a barn died after stepping between the personnel lifting equipment and roofing, falling 30 feet to concrete floor.,Unknown,36.5138398,-119.5540175
LA,04/12/11,"Great Southern Dredging Inc., New Orleans, LA 70129",Worker using flange and bolts to connect water pump tubing was killed after being struck by the pump's intake tubing.,Unknown,30.0895241,-89.8317729
CA,03/25/11,"Tahoe Forest Hospital, Truckee, CA 96160",Hospital worker died of sepsis from methicillin-resistant Staphylococcus aureus (MRSA). Previously had work-related back injury before admitted to hospital. Unknown if work-related.,Unknown,39.325816,-120.2009439
FL,04/13/11,"Miami Transmission Parts, Hialeah, FL 33012",Worker moving inventory while on a ladder died after collapsing and falling nearly 8 feet.,Unknown,25.8641207,-80.3045967
OK,04/14/11,"United States Postal Service Pawnee, OK 74058",Worker was delivering mail on foot and was struck by a train.,Unknown,36.3378321,-96.8039232
FL,04/15/11,"Construction Tire Maintenance, Inc., Ocala, FL 34475",Worker removing tires from underneath a front end loader was crushed when the block supporting the loader broke loose.,Unknown,29.1871986,-82.1400923
CO,04/20/11,"Western Metal Recycling, Pueblo, CO 81004",Worker cutting a pressurized tank with a torch was killed when the tank exploded.,Unknown,38.2544472,-104.6091409
TX,01/26/11,"Pilot Travel Center # 726, Dallas, TX 75241",Worker cleaning a truck parking lot and was struck and killed by a tractor trailer.,Unknown,32.6604239,-96.7601057
TX,04/12/11,"Lighting Technologies, LP., Greenville, TX 75402",Worker retrofitting fixtures in an outdoor canopy was electrocuted after contacting an energized 277-volt electrical circuit.,Unknown,33.1384488,-96.1108066
LA,04/16/11,"Vice Construction, Inc., Westwego, LA 70094",Worker was struck by the hammer of a pile driver.,Unknown,29.9060388,-90.1422962
NC,04/18/11,"Barnhill Contracting Company, Tarboro, NC 27886",Worker was struck by a dump truck.,Unknown,35.8968236,-77.5358049
OH,04/22/11,"Canton Drop Forge, Canton, OH 44706",Worker was crushed between a parts bucket, barrel, and table after one of the bucket's cables broke.,Unknown,40.7502727,-81.4169093
TX,04/22/11,"SER Construction Partners, LLC., Houston, TX 77021",A concrete finisher was killed after a truck carrying concrete lost control and ran over him.,Unknown,29.6982259,-95.3573194
TX,04/22/11,"Youngblood Scrap and Metals, Longview, TX 75604",Worker using a propane and oxygen torch to cut a fuel tank was killed when the tank exploded.,Unknown,32.502529,-94.8002333
NJ,04/23/11,"All American Recycling Corporation, Jersey City, NJ 07307",Worker performing maintenance on a wheel loader was crushed between a forklift and a packer truck.,Unknown,40.7473758,-74.0505752
WI,04/25/11,"Ace Ethanol, LLC., Stanley, WI 54768",Worker died while performing cleaning operations inside a grain storage bin.,Unknown,44.9599657,-90.9370846
AL,04/27/11,"Hudmon Construction Co., Inc., Montgomery, AL 36104",Worker walking behind a bulldozer with a laser sight was killed when bulldozer operator backed up and over the worker.,Unknown,32.3989318,-86.3224638
FL,04/27/11,"Mike Smith, Inc., Ft. Pierce, FL 34945",Worker operating a backhoe to clean a canal drowned when the backhoe slid into the canal.,Unknown,27.4404618,-80.5660657
LA,04/28/11,"Austin Bridge & Road L.P., Tunica, LA 70782",Worker died after the aerial lift the worker was driving ran off the road and tipped over.,Unknown,30.9111341,-91.5366001
HI,04/07/11,"Moo's Machine Works, Inc., Honolulu, HI 96819",Worker testing an articulating boom was killed when the boom fell and struck him.,Unknown,21.3644294,-157.8689014
KS,04/07/11,"Rubbermaid Consumer, Winfield, KS 67056",Warehouse worker operating a conveyor died after falling seven feet from a steel rolling ladder to the concrete floor.,Unknown,38.0019199,-97.5044752
SD,04/28/11,"TJN Enterprises, Sioux Fall, SD 57104",Worker was struck and run over by a truck.,Unknown,43.6032799,-96.7172907
WI,04/30/11,"Zellner Tire Center, LLC., Blenker, WI 54415",Worker using a jack to elevate and repair a truck's brakes was crushed when the truck fell off the jack and onto his chest.,Unknown,44.613388,-89.9153002
NY,05/01/11,"Braden Drilling, LLC., Smyrna, NY 13464",Worker died after being caught between a steel staircase on a reach forklift and a drilling rig trailer.,Unknown,42.6872921,-75.5707376
WY,05/03/11,"Capitol Roofing, Cheyenne, WY 82002",Worker cutting roofing material at the edge of a roof was killed when he slipped and fell to the ground.,Unknown,41.14,-104.8199999
TN,05/04/11,"Crockett County Hwy Dept., Alamo, TN 38001",Worker cutting down a tree was struck and killed by snapped tree limb.,Unknown,35.7953915,-89.1554154
CA,05/05/11,"Donald Rhine, Corona, CA 92879",Worker removing tape from a window was killed after falling 20 feet from a scaffold.,Unknown,33.8813831,-117.5378439
TX,05/05/11,"Great American Insulation, Inc., Taylor, TX 76574",Worker exited a delivery vehicle, rolled underneath it while it was still in motion, and was run over by the back wheels.,Unknown,30.5707551,-97.4094438
TX,05/06/11,"Veolia Environmental Services, Alvin, TX 77512",Worker cleaning an industrial boiler suffered fatal burns after slipping into a steam pit while filling five-gallon buckets with water.,Unknown,29.4187707,-95.2390673
TX,02/28/11,"International Bankshare Corp., San Antonio, TX 78207",Worker walking on an elevated catwalk died when he fell nearly 12 feet through an unsecured access door.,Unknown,29.4174949,-98.5226706
FL,05/04/11,"Jeff Watts Plaster & Stucco, Co., Long Boat Key, FL 34228",Worker using a lift to patch stucco on a house was killed when he fell out of the lift and was crushed by the lift's box.,Unknown,27.3961382,-82.6321376
NV,05/04/11,"TRC Construction, Elko County, NV 89801",Worker died after falling 28 feet through a hole-opening on the roof of a remodel project.,Unknown,41.1852816,-115.7575196
CO,05/05/11,"C.O. Delivery LLC., Henderson, CO 80640",Delivery worker was killed inside a warehouse when his truck pinned him against another vehicle.,Unknown,39.9202178,-104.8660597
FL,05/06/11,"Calloway Contracting, Inc., Jacksonville, FL 32221",Worker holding a metal concrete slab hoisted by a crane was electrocuted when the crane touched an overhead powerline.,Unknown,30.253501,-81.8879884
NJ,05/06/11,"JA Alexander Inc., Kenilworth, NJ 07033",Construction worker was killed after he was crushed by a machine's roller.,Unknown,40.6764911,-74.2907032
TX,05/10/11,"Sipp Trucking, Allen, TX 75013",Worker using a forklift to unload 2,100 pounds of rubber pipes from a flatbed truck was killed when the pipes slipped and fell on him.,Unknown,33.1128019,-96.6958939
NY,05/11/11,"Harbor Point Mineral Products, Utica, NY 13502",Worker died after being trapped in a silo.,Unknown,43.100903,-75.232664
IL,05/11/11,"River Run Apartments, LLC, Macomb, IL 61455",Worker repairing air conditioning units died from a heart attack; possibly heat-related.,Unknown,40.4592076,-90.6717971
OH,05/12/11,"Smedley's Tree Service, Louisville, OH 44641",Electrical worker cutting down a tree was killed when the hydraulic cylinder came loose causing him to fall 30-feet to the ground.,Unknown,40.8372809,-81.2595519
TX,05/12/11,"William Grant Tank & Vessel, Inc., Henderson, TX 75652",Worker using a scaffold to gain access to a fabricated pressure vessel died after the scaffold dislodged, causing him to fall nearly 12 feet to the concrete floor.,Unknown,32.1532156,-94.7993802
UT,05/04/11,"Henrie Trucking, LLC, Kaysville, UT 84037",Worker unloading dump truck was crushed when the truck's tailgate fell on his head and neck.,Unknown,41.0352216,-111.9385521
KS,05/06/11,"Formation Plastics, Quinter, KS 67752",Worker troubleshooting material being formed in a pressure former was killed when he was crushed between the press frame and the moving plate.,Unknown,39.0694514,-100.2323551
IL,05/09/11,"IL Dept. of Natural Resources, Morris, IL 60450",Worker sitting on tractor bucket loader while taking a break was struck and killed by a car driven by park patron.,Unknown,41.3594648,-88.4391902
KS,05/10/11,"Ramsey Oil, Hutchinson, KS 67501",Worker cutting down a large tree died after the tree fell on him.,Unknown,38.0608445,-97.9297743
MO,05/11/11,"Roden Landscaping, Festus, MO 63028",Worker moving a trailer loaded with straw bales collapsed and died, possibly from heat stress.,Unknown,38.2206101,-90.3959543
CA,05/13/11,"Gustav Koven, Santa Monica, CA 90407",Worker fell from ladder into a 3-foot deep drained pool, possibly of cardiac arrest.,Unknown,34.02,-118.5
CA,05/14/11,"Bimm Enterprises, Angels Camp, CA 95222",Worker trying to stop his truck from rolling down the hill died after the truck ran over him.,Unknown,38.0677832,-120.5385299
NM,05/16/11,"James Hamilton Construction, Caballo, NM 87931",Worker struck by semi truck while working in a highway work zone.,Unknown,32.975612,-107.3078306
MA,05/16/11,"Mullins Marine Service, Inc., Winthrop, MA 02152",Worker using a device to loosen the wire cable that secured a boat was killed when the device broke from the concrete, trapping the worker against the wall.,Unknown,42.3737714,-70.9754842
MO,05/16/11,"Stutesman Auto Salvage, Highlandville, MO 65669",Worker was killed when the tractor tire he was inflating exploded.,Unknown,36.9328335,-93.2804626
NM,05/18/11,"City of Las Vegas, Las Vegas, NM 87701",Two workers installing a new water line died after being caught in an excavation wall collapse.,Unknown,35.5939574,-105.2238868
OH,05/20/11,"Whirlpool Corp. Marion Division, Marion, OH 43302",Production line worker collapsed and died.,Unknown,40.5886699,-83.1285242
NM,05/12/11,"Carlsbad Block & Supply, Carlsbad, NM 88220",Worker making repairs underneath a vehicle was crushed when the blocks supporting it shifted.,Unknown,32.4206736,-104.2288375
TX,05/13/11,"Superior Painting & Construction, Houston, TX 77043",Worker using a 24-foot aluminum ladder to paint the exterior walls of an apartment complex was electrocuted when his equipment contacted an overhead powerline.,Unknown,29.8054835,-95.5564777
MO,05/13/11,"TEC Payroll Services, Kansas City, MO 64108",Worker rigging a concert stage died after losing his footing and falling 40 feet.,Unknown,39.0795392,-94.5985613
CA,05/18/11,"XL Plastering, Santa Ana, CA 92704",Worker fell 3 stories from roof onto sidewalk while plastering adjacent wall with no fall protection.,Unknown,33.7246333,-117.9073244
KS,05/20/11,"Delmonte Pet Foods, Topeka, KS 66618",Employee working alone found unresponsive on concrete floor next to equipment.,Unknown,39.1582314,-95.7510475
TX,05/20/11,"H Construction Systems Inc., Littlefield, TX 79339",Worker fell 20 feet from a roof, then later died of a heart attack after being transported to the hospital.,Unknown,33.9173148,-102.3249022
CA,05/20/11,"P.B. Sod Farms, Chino, CA 91710",Two workers were electrocuted after the irrigation pipe they were moving contacted an overhead power line.,Unknown,34.0120229,-117.6786847
CA,05/21/11,"Bellagio Wood Tank Co. Inc., Healdsburg, CA 95448",Worker crushed when tractor overturned.,Unknown,38.6104658,-122.8691609
LA,05/22/11,"Shin Tech Louisiana LLC, Plaquemines, LA 70764",Worker entered a confined space and was asphyxiated.,Unknown,30.1060592,-91.3276422
PA,05/23/11,"A. Merante Contracting, Inc., Pittsburgh, PA 15213",Worker smoothing the ground in preparation for concrete was run over by a skid-steer.,Unknown,40.4379259,-79.9556424
MN,05/23/11,"Cambridge Fire Dept., Cambridge, MN 55008",Worker fell and hit head during training.,Unknown,45.57166,-93.221643
TN,05/23/11,"Nucor Steel, Memphis, TN 38109",Worker pinned between forklift load and rack of steel.,Unknown,35.0277217,-90.1401381
TN,05/24/11,"Britton Bridge, Knoxville, TN 37920",Worker struck and killed by a piece of concrete that fell from a bridge while doing demo work.,Unknown,35.953368,-83.9078875
TX,05/25/11,"Kenyon Plastering, Lubbock, TX 79416",Worker dropping pieces of scaffolding to a lower level was killed when his vest got caught in one of the pieces, causing him to fall 14 feet to the ground.,Unknown,33.6036178,-101.9690458
OH,05/25/11,"Thompson Electric Inc., Wooster, OH 44691",Worker operating a derrick truck was electrocuted after coming into contact with an energized line.,Unknown,40.8050565,-81.935143
OR,05/25/11,"Tyler Perrigo, Seaside, OR 97138",Worker killed in explosion while trying to cut the top off of a 55-gallon drum with a plasma cutter.,Unknown,45.9931636,-123.9226385
CA,05/26/11,"Go Native, Inc., Coastside, CA 94062",One worker was killed and five injured when their forest services truck ran off the road and rolled down a hill.,Unknown,37.4108927,-122.2880726
CA,05/26/11,"Hawthorne Police Dept., Torrance, CA 90250",Police officer killed in collision between two motorcycles during officer funeral.,Unknown,33.9127807,-118.3520389
AL,05/20/11,"Lowes, Inc., Enterprise, AL 36330",Worker was killed after his truck rolled back, crushing him between his and another truck.,Unknown,31.3151708,-85.8552161
TN,05/23/11,"Frank Cross dba Cross Cut Tree Service, Old Hickory, TN 37135",Worker electrocuted after his positioning device came in contact with a 13,200 volt powerline.,Unknown,35.9348433,-86.681253
TN,05/23/11,"Nucor Steel Memphis, Inc., Memphis, TN 38109",Worker pinned between the load on a powered industrial truck and a stack of steel.,Unknown,35.0277217,-90.1401381
FL,05/23/11,"Universal Service, Inc., Trenton, FL 32693",Worker cleaning sludge died after complaining of not feeling well.,Unknown,29.6132942,-82.8176203
FL,05/24/11,"Ardaman & Associates, Bal Harbour, FL 33154",Marine terminal worker complaining of not feeling well later died at the hospital.,Unknown,25.8917613,-80.1269896
NC,05/26/11,"Spartan Manufacturing Corp, Kernersville, NC 27284",Worker standing on top of a storage room died after falling off a 9-foot ladder.,Unknown,36.1198588,-80.0736533
OH,05/27/11,"E. I. du Pont de Nemours and Company, Electronic Technologies, Circleville, OH 43113",Department store worker died after collapsing to the floor.,Unknown,39.600618,-82.9460133
NC,05/27/11,"Peak Steel, LLC, Apex, NC 27523",Worker received fatal injuries after being struck by a falling section of structural steel.,Unknown,35.732652,-78.8502856
LA,05/28/11,"TGGT Holding, LLC, Shreveport, LA 71101",One worker was killed, another injured when the pressure vessel from a nearby tank exploded.,Unknown,32.5099127,-93.7485874
CA,04/14/11,"Our Lady of Angels, Burlingame, CA 94010",Worker changing light bulb on roof fell 30 feet from ladder to concrete ground below.,Unknown,37.5857924,-122.3731778
FL,05/03/11,"Showpay LLC, Orlando, FL 32821",Worker was struck by a stack of industrial lighting that was being raised on a forklift.,Unknown,28.3887262,-81.4773294
MO,05/13/11,"AEG Live Productions, LLC Kansas City, MO 64108",Worker putting together a concert stage died when he fell from a 40-foot overhead truss.,Unknown,39.0795392,-94.5985613
NJ,05/21/11,"Dynamic Auto Brokers, Inc., Sussex, NJ 07461",Worker removing a downed tree was electrocuted after coming in close proximity to a 7,200-volt downed powerline.,Unknown,41.2098177,-74.6076614
GA,05/26/11,"Southwood Apartments, Morrow, GA 30260",Worker moving window sills from a delivery truck died when he collapsed and struck his head on the asphalt.,Unknown,33.5831662,-84.3393683
PA,06/06/11,"Bowser Precision Areadia, PA 15712",Worker was fatally burned when the diesel fuel tank he was repairing exploded.,Unknown,40.7817618,-78.8546275
NM,06/06/11,"Mountain States Constructors, Moriarty, NM 87035",Worker performing maintenance died after being caught in between a closing hopper door.,Unknown,34.9900503,-106.0491893
AL,06/06/11,"Southern Tree Services, Gunthersville, AL 35976",Worker was struck and killed by a falling tree.,Unknown,34.3424511,-86.317392
WI,06/07/11,"Acme Galvanizing, Inc., Milwaukee, WI 53215",Worker using a crane to move a 1,200-pound steel bar was crushed when the bar fell on top of him.,Unknown,42.991356,-87.9432837
IA,06/07/11,"Cooperative Elevator Assoc., Ocheyedan, IA 51354",Worker transferring grain into a storage facility was found engulfed in the outside grain pile.,Unknown,43.4178725,-95.5346906
MS,06/07/11,"Southern Scrap of Meridian LLC, Meridian, MS 39307",Worker fixing a truck's brake lines was crushed between the truck and trailer.,Unknown,32.3643098,-88.703656
NC,06/07/11,"Triangle Paving & Grading Inc, Durham, NC 27703",Two workers died from oxygen deprivation after getting trapped in a manhole.,Unknown,35.9657059,-78.8042828
KS,06/07/11,"Tyson Fresh Meats, Inc., Holcomb, KS 67851",Worker cutting up meat died when he bumped into a coworker and the knife in the coworker's hand cut the worker's neck.,Unknown,37.9861353,-100.989333
WV,06/08/11,"Back Country Logging, Elkins, WV 26241",A skidder operator transporting logs was killed when the skidder's wheel rolled over a log, causing the log to flip up and strike the worker's head.,Unknown,38.9259397,-79.8467349
PA,06/08/11,"Edie Waste Incorporated, Marietta, PA 17547",Worker underneath vehicle making repairs to its wheel was crushed when the hand jack supporting the vehicle gave way.,Unknown,40.0570411,-76.5521882
IN,06/09/11,"Milestone Contractors, Lafayette, IN 47906",Worker was struck and killed by a car while painting stripes on the highway.,Unknown,40.4932743,-86.9624086
CA,06/09/11,"Sonny Jackson Roofing, Inc, Richmond, CA 94801",Worker installing plywood roofing died after falling nearly 20 feet off the edge of a residential roof.,Unknown,37.9429522,-122.3900901
AL,06/10/11,"Marjam Supply of Alabama, LLC, Montgomery, AL 36117",Worker trying to secure the crane operator seat with a bungee cord died from head injuries when the cord snapped, causing him to fall 10 feet to the ground.,Unknown,32.3822577,-86.1914604
TX,11/09/10,"FGJ, Inc. dba Lone Star Machine, Shallowater, TX 79363",Worker was using a lathe machine when his clothing got caught. Worker pulled his clothing out of the machine and fell and hit his head on the concrete floor.,Unknown,33.6889728,-101.9982275
MI,04/18/11,"Wachter Network Services, Harper Woods, MI 48225",Worker electrocuted while relocating televisions and cabling above an office ceiling.,Unknown,42.4330924,-82.9240833
NC,05/27/11,"Peak Steel LLC, Raleigh, NC 27523",Worker died from staph infection after surgery on neck, which was injured when struck by falling structural steel.,Unknown,35.7748764,-78.951451
MI,05/30/11,"Pine Grove Farm, Standish, MI 48658",Worker engulfed in silo after top layer of corn collapsed.,Unknown,43.9830762,-83.9588803
ME,06/03/11,"Hascall & Hall, Auburn, ME 04210",Worker was found with his neck under a 5-foot section of scaffolding.,Unknown,44.0978509,-70.2311655
CA,06/07/11,"Garza Contracting, Inc., Arvin, CA 93203",Worker died after falling from an 8-foot tripod ladder while thinning peach trees.,Unknown,35.2017986,-118.833105
