ME,1/16/12,"Hawkeye, LLC., Scarborough, ME 04074",Worker died after falling 50 feet from a utility pole.,Unknown,43.6083314,-70.3976368,,,
IA,1/17/12,"Estes Express Lines, Davenport, IA 60525",Worker was crushed between a dolly and a trailer while attempting to hook two trailers together.,Unknown,41.7906113,-87.8647961,,,
NY,1/18/12,"Hunter Mountain Ski Bowl, Inc., Hunter, NY 12442",Worker slid off the trail and into the woods, striking a tree.,Unknown,42.2136987,-74.2187541,,
KS,1/20/12,"Lamdoil Corporation, Marysville, KS 66508",Worker was lifting a piece of tubing that fell off its cribbing while being hoisted. The tubing rolled, pinning the worker to the concrete floor.,Unknown,39.8411129,-96.647242,,
IL,1/20/12,"Petco Petroleum Corporation, Saint Elmo, IL 62458",Worker was traveling in a backhoe and was crushed after the backhoe toppled into a ditch.,Unknown,39.0262351,-88.8537254,,,
GA,10/1/11,"Miguel Martinez Construction, Inc., Lawrenceville, GA 30044",Worker was framing a house and fell 3 stories.,Unknown,33.9327331,-84.0695961,,,
MI,12/15/11,"J F Ahern Co., Escanaba, MI 49829",Employee was found next to a fire extinguisher the worker was inspecting.,Unknown,45.7452466,-87.0645801,,,
FL,1/2/12,"Emerald Transportation Corporation, Boynton Beach, FL 33426",Worker was loading a vehicle onto a tow truck when he was struck by a car.,Unknown,26.5386936,-80.0814292,,,
MI,1/3/12,"L & S Plumbing Inc., Ann Arbor, MI 48103",Worker fell while drilling a floor joist on a 6-foot step ladder.,Unknown,42.2808256,-83.7430378,,,
MS,1/19/12,"Live Oaks Planting Company LLC, Itta Bena, MS 38941",Employee was working in a 60,000 bushel grain silo when the worker sank and was engulfed in 20,000 bushels of soybean.,Unknown,33.49512,-90.3198067,
KY,1/19/12,"Poff Carting Services LLC, East Bernstadt, KY 40729",Worker was pinned between a trash compactor and a truck.,Unknown,37.1895318,-84.1177098,,,
NJ,1/20/12,"Garfield Lumber and Millwork, Inc., Garfield, NJ 07026",Worker was working underneath a forklift when the jack used to lift the forklift failed, crushing the worker.,Unknown,40.8814882,-74.113198,,
MN,1/20/12,"Peine Construction Corp., Edina, MN 55424",Worker was struck by a truss and fell.,Unknown,44.9091984,-93.3439291,,,
FL,1/22/12,"Ritchie Brothers Auction, Davenport, FL 33897",Worker fell from a forklift and was then run over by the forklift.,Unknown,28.2678441,-81.6802054,,,
PR,1/24/12,"Redcom General Contractor, San Juan, PR 00908",Worker was cutting concrete from a mobile scaffold when a roof collapsed and debris hit the workers head.,Unknown,18.45,-66.08,,,
NY,1/25/12,"Maurice DeMars, Queensbury, NY 12804",Worker was trapped under a log.,Unknown,43.3594444,-73.6569444,,,
TX,1/25/12,"Viking Iron Metal, Houston, TX 77045",Worker dies from burns when a tank that once contained gasoline explodes.,Unknown,29.643475,-95.4253757,,,
NE,1/26/12,"Bimbo Bakeries USA, Omaha, NE 68134",Worker was pinned by a panel van truck against the wall of the building.,Unknown,41.2921503,-96.0573302,,,
OH,1/27/12,"Advanced Cylinder Repair Inc., Ashland, OH 44805",Worker was struck by a piston that was ejected from a machine.,Unknown,40.8686675,-82.3182178,,,
TX,1/11/12,"Tubal Cain Industries Inc., Laredo, TX 78040",Hydraulic system blew back striking worker on the head.,Unknown,27.5165805,-99.5117328,,,
TN,1/23/12,"Arnco Construction Inc., Trenton, TN 38382",Worker was killed when a building under construction collapsed.,Unknown,35.9806239,-88.9414538,,,
WA,1/23/12,"Justice Construction LLC, Orting, WA 98360",Worker died from a head injury while cutting fallen trees and tree limbs.,Unknown,47.0978795,-122.2042824,,,
AL,1/25/12,"Delta Properties LLC, Tallassa, AL 36078",Worker demolishing a single story structure was killed when the structure collapsed.,Unknown,32.5401692,-85.9508923,,,
TX,1/26/12,"Amalda Enterprises Inc., Houston, TX 77066",Worker installing a steel girt to a prefabricated building died from a 40-foot fall onto a concrete surface.,Unknown,29.9631614,-95.509247,,,
WI,1/27/12,"Esquire Construction LTD, Mequon, WI 53092",Worker died after falling off of a roof.,Unknown,43.2145528,-87.9530849,,,
LA,1/27/12,"Henderson Construction, Kenner, LA 70062",Worker picking up trash on building roof died after falling more than 20 feet and hitting a trash dumpster.,Unknown,29.9853746,-90.2526163,,,
NC,1/27/12,"Patterson UTI, Keene, NC 58847",Worker was killed in a boiler explosion on an oil drilling rig.,Unknown,47.9511097,-102.9043007,,,
TN,1/27/12,"Ventrue Trucking, Lavergne, TN 37086",Worker offloading steel coil was pinned between truck bed and coil.,Unknown,36.0290209,-86.5501654,,,
IN,1/30/12,"Gary Railroad, Gary, IN 46402",Worker was crushed between two railcars.,Unknown,41.6392866,-87.4733444,,,
TX,2/1/12,"V & M Tube Alloy, Houston, TX 77049",Worker repairing a hydrotester in a pipe manufacturing facility was killed after being struck on the head by a pipe on a conveyor belt.,Unknown,29.8390871,-95.1536327,,,
CA,2/2/12,"California Yacht Services, Huntington Beach, CA 92649",Worker drowned while cleaning a boat at the harbor.,Unknown,33.721051,-118.0478826,,,
OK,2/3/12,"Pistol Drilling LLC, Woodward, OK 73801",Worker unloading an A leg of a derrick died after he was struck and pinned under several falling A legs.,Unknown,36.4336481,-99.3903862,,,
WA,1/13/12,"Spokane Sheriff's Department, Spokane, WA 99206",Worker sustained a head injury after tripping on a curb while performing traffic control. Worker succumbed to this injury 1/29/2012.,Unknown,47.6555174,-117.2659823,,,
NC,1/16/12,"Proof Seal LLC, Bessemer City, NC 28016",Worker died after falling 16 feet through a skylight to a concrete floor.,Unknown,35.2848579,-81.28397,,,
KS,2/3/12,"Defenbaugh Industries Inc., Shawnee, KS 66203",Worker on a trash collection route was run over and killed by the trash truck.,Unknown,39.0234301,-94.70189,,,
ND,2/3/12,"KKA Drilling LLC, Keene, ND 58847",Worker died after falling 14 feet during rig tear-down operations.,Unknown,47.9511097,-102.9043007,,,
TX,2/3/12,"NAMCO Dallas, Plano, TX 75093",Carpet cleaning worker died from apparent asphyxiation after being found inside a garage, at the back of his parked work van where the cleaning machine was running.,Unknown,33.0386278,-96.8243812,,
CA,2/5/12,"Bar 20 Dairy LLC, Karman, CA 93630",Worker washing concrete floor died after falling 12 feet over guard railing.,Unknown,36.7057988,-120.112735,,,
CA,2/8/12,"Gerdan/Tamco Steel, Rancho Cucamonga, CA 91739",Worker was found unresponsive on the floor.,Unknown,34.1547243,-117.5143603,,,
MI,2/8/12,"Larry Simon Dairy Farm, Westphalia, MI 48894",Worker was run over and killed by a front-end loader.,Unknown,42.9294782,-84.798605,,,
TN,2/9/12,"Nickey Warehouses, Memphis, TN 38109",Worker was crushed by a 1,500-pound roll of paper when it slipped out of a forklift clamp.,Unknown,35.0277217,-90.1401381,,
TN,2/9/12,"Summers-Taylor Inc., Kingsport, TN 37660",Worker was struck and killed by a vehicle while carrying equipment across highway.,Unknown,36.548434,-82.5618186,,,
NY,2/11/12,"Winsor Acres Inc., Harpursville, NY 13787",Worker was struck and killed by a skid steer bucket.,Unknown,42.1720982,-75.6440842,,,
FL,2/14/12,"Ansley Unprocessed Products Inc., Orange Park, FL 32065",Worker was crushed by a bobcat that flipped during a wind gust.,Unknown,30.1712245,-81.8552196,,,
CO,2/14/12,"CEMCO Steel, Denver, CO 80204",Worker was caught between a forklift and a coil of steel.,Unknown,39.7380371,-105.0265195,,,
ND,2/16/12,"Key Energy Services Inc., Plaza, ND 58771",Worker operating equipment that injected nitrogen into an oil well was found dead.,Unknown,48.0622952,-101.8869614,,,
WV,2/16/12,"U.S. Department of Labor -Harpers Ferry Job Corp., Harpers Ferry, WV 25425",Worker fell to the floor.,Unknown,39.3253786,-77.7388818,,,
NC,2/18/12,"Smithfield Packing Company Inc., Clinton, NC 28328",Worker emptying waste water sludge into a tanker truck died from exposure to toxic gas.,Unknown,34.9979453,-78.3233325,,,
GA,2/19/12,"Southern Metals Recycling Inc., Savannah, GA 31405",Worker using knife to cut wire cut his finger. He fainted and later died from head injuries after falling to concrete floor.,Unknown,32.0371137,-81.1747498,,,
WA,2/19/12,"Stevens Pass Mountain Resort, Skyomish, WA 98288",Worker participating in a video shoot at a ski resort was killed during an avalanche.,Unknown,47.6363087,-121.2691819,,,
TX,2/20/12,"CSI Acquistion Co., LLC dba Crane Service Inc., Three Rivers, TX 78022",Worker died when caught between a tractor and a trailer while hooking them together.,Unknown,28.1951501,-98.1775638,,,
OK,2/20/12,"Win-Sons Poleline Construction, Watonga, OK 73040",Worker replacing lightning arresters on electrical lines was electrocuted after touching an energized line.,Unknown,35.6486635,-98.3307468,,,
OH,2/23/12,"Walmart, Streetsbooro, OH 44241",Worker unloading a general merchandise truck died from apparent heart attack.,Unknown,41.242855,-81.35376,,,
AL,2/2/12,"Southland Tube Inc., Birmingham, AL 35234",Worker loading steel coils onto an uncoiler died after being found with his head caught between 14,000-pound coils.,Unknown,33.5373948,-86.8069698,,
TX,2/17/12,"Jackson Pipe & Steel, Leary, TX 75503",Worker operating a jib crane was killed when the steel column supporting the crane fell off its support base causing the column and crane to collapse on him.,Unknown,33.526533,-94.1309067,,,
NC,2/21/12,"Brunner Equipment LLC, Elkin, NC 28621",Worker was killed when a hydraulic lift fell on him.,Unknown,36.2443012,-80.8484043,,,
HI,2/21/12,"W.A. Felix Builders, Honolulu, HI 96821",Worker died from falling debris while working in a trench.,Unknown,21.2827344,-157.7353564,,,
TX,2/27/12,"CM Joslin Company Inc., Cleveland, TX 77327",Worker helping to cut down trees was struck and killed by a 55-foot tree being cut by another worker.,Unknown,30.34132,-95.0854885,,,
WV,2/28/12,"Graftech International, Anmoore, WV 26323",Worker died from abdominal wounds when a part from a metal-cutting machine struck him.,Unknown,39.2567761,-80.292376,,,
TN,2/28/12,"Jennings Farms, Inc., LaVergne, TN 37086",Worker died after being pinned under the front tire while attempting to stop an unattended moving tractor.,Unknown,36.0290209,-86.5501654,,,
TX,2/29/12,"Elite Pipeline Services, Odessa, TX 79764",Four workers were hospitalized when a flash fire occurred while they cut bolts off an abandoned pipeline.,Unknown,31.8840886,-102.4953899,,,
TX,2/29/12,"Flatrolled Steel Inc., Houston, TX 77078",Worker died from injuries when a rail car cover struck his head and crushed his chest.,Unknown,29.8525014,-95.2527741,,,
OH,3/2/12,"Ohio American Water, Tiffin, OH 44883",Worker was struck and killed by a vehicle while operating a water valve.,Unknown,41.1000549,-83.1882527,,,
KY,3/2/12,"Stein Inc., Ashland, KY 41101",Worker performing machine maintenance was crushed between a conveyor belt and machine frame after an unexpected start-up.,Unknown,38.4784144,-82.6379387,,,
GA,12/4/11,"Durhamtown Plantation Sportsman Resort, Union Point, GA 30669",Worker operating a bobcat at a recreational resort died when a tree limb pierced a main vein/artery.,Unknown,33.6156831,-83.0745969,,,
MN,2/27/12,"Border Bin Erection LLC, Kerkhoven, MN 56252",Worker was struck by grain-bin jack.,Unknown,45.1930165,-95.3205768,,,
IL,2/28/12,"Allied Waste Services of North America LLC, Bensenville, IL 60105",Worker loading a dumpster on a truck at a waste services facility was found pinned between the truck and rail system.,Unknown,41.95,-87.94,,,
GA,3/2/12,"San Saba Pecan, Harlem, GA 30814",Worker installing a new compressed air pipe was killed when the pipe exploded and struck his head.,Unknown,33.4145834,-82.3126237,,,
AL,3/3/12,"Tire Centers LLC, Decatur, AL 35601",Worker repairing an off-road tire was killed when the multi-piece rim exploded and struck him.,Unknown,34.627813,-87.0424393,,,
TX,3/6/12,"Berlanga General Painting, Eagle Pass, TX 78852",Worker using an aerial lift to paint air ducts died after falling nearly 30 feet from a catwalk.,Unknown,28.7091433,-100.4995214,,,
IL,3/6/12,"Epstein Construction Inc., Chicago, IL 60661",Construction manager driving his truck on worksite suffered an apparent heart aneurism causing him to lose control of vehicle and strike a piece of construction equipment.,Unknown,41.8819283,-87.6445473,,,
AL,3/6/12,"National Steel City LLC, Calvert, AL 36513",Worker installing duct work in building under construction died after falling 60 feet.,Unknown,31.1575834,-88.0097951,,,
MO,3/7/12,"Sieveking Inc., Hazelwood, MO 63042",Worker using a portable ladder to hook a hose to a fuel tank truck died after falling 10 feet off the ladder to pavement.,Unknown,38.7714396,-90.3709489,,,
AL,2/27/12,"Gulf Equipment Corporation, Auburn, AL 36849",Worker performing duties inside a highway construction zone was struck and killed by a passenger vehicle.,Unknown,32.5909562,-85.4929785,,,
CA,2/29/12,"B&B Well Drilling, Laton, CA 93242",Worker at an oil rig was killed when a 300-pound clamp that he tried to attach to a well drilling machine fell on him.,Unknown,36.4332835,-119.686799,,,
TN,3/6/12,"J.V. Industrial Companies Ltd., Memphis, TN 38109",One worker was killed, two were burned, when a gas pipe they were working on exploded.,Unknown,35.0277217,-90.1401381,
FL,3/7/12,"Neftail Lawn Care, Coral Gables, FL 33156",Worker using an extended saw to cut down tree palms was electrocuted when the palm swayed and touched a power line.,Unknown,25.6579955,-80.2878794,,,
TX,3/9/12,"Arsham Metal Industries Inc., Houston, TX 77041",One worker was killed, two injured, when a stack of 1,400-pound metal casting molds fell on top of them while they were on break inside an aluminum and metals facility.,Unknown,29.8673877,-95.593239
TN,3/13/12,"Amerilam Supply Group, Knoxville, TN 37918",Worker was struck and killed by a delivery truck while crossing the road to get to the company warehouse.,Unknown,36.0539129,-83.9003022,,,
NY,3/13/12,"Eberts Electric Inc., Amherst, NY 14226",Worker replacing a device that limits the amount of current in an electrical circuit was electrocuted after touching a live electrical component.,Unknown,42.9674726,-78.7986181,,,
TN,3/14/12,"Maury County Highway Dept., Columbia, TN 38401",Worker on a highway construction site died after falling 40 feet from an aerial boom that broke from the aerial lift truck.,Unknown,35.6448491,-87.0681311,,,
NE,3/14/12,"Tyson Fresh Meats Inc., Dakota City, NE 68731",Worker repairing an adjustable lift platform inside a meat packing facility was crushed when the chain holding the platform broke.,Unknown,42.4155496,-96.4183637,,,
CA,3/15/12,"Berkeley Forge & Tool Inc., Berkeley, CA 94710",Worker at a tool manufacturing facility was killed when a piece from a pneumatic grinder he was welding struck his head.,Unknown,37.8645848,-122.2965778,,,
TX,2/22/12,"Danny Mallard, Whitesboro, TX 76273",Worker installing an advertising billboard died after falling 30 feet.,Unknown,33.6562183,-96.906948,,,
NJ,2/22/12,"Port Newark Container Terminal LLC, Newark, NJ 07114",Worker at a container terminal died after being caught between two cargo containers.,Unknown,40.6967435,-74.1650991,,,
PR,2/24/12,"Equipos de Bequeron, Las Piedras, PR 00771",Worker was thrown from a truck and killed when equipment the truck was carrying caused the truck to crash.,Unknown,18.2025991,-65.8441742,,,
MI,3/1/12,"Professional Roofing Services Inc., Ortonville, MI 48433",Worker performing roofing activities was electrocuted while moving a ladder that touched an overhead power line.,Unknown,43.0687917,-83.8685072,,,
OR,3/4/12,"JM Manufacturing Inc., Umatilla, OR 97882",Worker performing maintenance at a pipe fitting manufacturer was killed when a 396-pound plastic pipe fell on him.,Unknown,45.9173549,-119.3425179,,,
WV,3/20/12,"D & K Logging Inc., Danville, WV 25053",Worker trimming an oak tree was killed when another uprooted tree fell on him.,Unknown,38.0809337,-81.8340123,,,
NM,3/20/12,"Donner Plumbing and Heating Inc., Portales, NM 88130",Worker for a plumbing and heating company who was unbolting equipment attached to a hoist was killed when the hoist frame collapsed, pinning the worker between the framing.,Unknown,34.1861922,-103.3343978,,
OH,3/20/12,"Genpak LLC, Columbus, OH 43228",Worker at a packing and crating facility who was cleaning a machine used to make rolls of plastic was killed after being pulled into the machine.,Unknown,39.9571056,-83.1273705,,,
OK,3/20/12,"OGE Red Bud Power Plant, Luther, OK 73054",Worker tightening bolts on a steam drum died from blunt force trauma and burns when increased pressure caused drum to explode.,Unknown,35.6617259,-97.195588,,,
OH,3/20/12,"Rayson Logging, Dundee, OH 44624",Worker performing logging operations was struck and killed by a tree.,Unknown,40.5868078,-81.6083275,,,
TN,3/26/12,"Gilley Construction Inc., Manchester, TN 37355",Worker died from an apparent drowning after falling from a barge into the water.,Unknown,35.4817431,-86.0885993,,,
MD,2/8/12,"Serra Stone Corp., Bethesda, MD 20816",Worker at a stone products manufacturer who was attempting to enter his work vehicle died when he was pinned against a brick wall after the truck rolled.,Unknown,38.9516143,-77.1197521,,,
MD,2/13/12,"Southern Management Corp., Towson, MD 21204",Worker for a management facility who was operating a car lift died when the carriage came out of the track and flipped over, ejecting the worker down a 20 foot shaft.,Unknown,39.407567,-76.6354952,,
AK,3/13/12,"Alaska Heliskiing LLC, Hanes, AK 998273",Worker at a snow ski resort was buried under nearly eight feet of snow after an avalanche.,Unknown,64.2008413,-149.4936733,,,
TX,3/23/12,"Burton Hydro-Vac, El Paso, TX 79905",Worker using a vacuum truck to remove water from a hole died after a pipe came loose and hit his head.,Unknown,31.7699019,-106.4229199,,,
UT,3/23/12,"Cambelt International, Salt Lake City, UT 84104",Worker was crushed between the hydraulic ram and bullister of a press during maintenance operations.,Unknown,40.7434064,-111.9880199,,,
FL,3/23/12,"Troon Golf LLC, Palm Beach Gardens, FL 33418",Worker driving a cart on a golf course drowned when the cart landed in a lake, pinning him underwater.,Unknown,26.8233946,-80.1386547,,
NC,3/24/12,"Daniel Coates Farm, Fuquay Varina, NC 27526",Farm worker was struck and killed when a box of feed stock fell on him.,Unknown,35.5843235,-78.8000128,,,
OH,3/27/12,"Lockhart Concrete Company, Kent, OH 44240",Worker at a concrete manufacturing facility was crushed between a precast concrete slab and excavator.,Unknown,41.1536674,-81.3578859,,,
IL,3/28/12,"Massman Traylor Alberici, A Joint Adventure, East St. Louis, IL 62202",Employee was working in an aerial lift over a river when a steel pile fell and struck the boom of the lift. The worker, still in the basket, fell into the river and drowned.,Unknown,38.6224687,-90.154585,
CA,3/29/12,"Hathaway Ranch and Oil Museum, Santa Fe Springs, CA 90670",Worker at a ranch museum who was driving a tractor died after it overturned, pinning the worker to the ground.,Unknown,33.9472359,-118.0853451,,
LA,3/29/12,"Modern American Recycling Services Inc., Gibson, LA 70356",Worker cutting a metal platform at a scrap yard died when a partially cut metal piece fell on him.,Unknown,29.6229758,-91.0011902,,,
IL,3/25/12,"Metropolitan Water Reclamation District, Cicero, IL 60804",Worker making sewer maintenance repairs stepped into a hole, injuring his ankle and back. The worker later died from complications during surgery.,Unknown,41.8455877,-87.7539448,,
GA,3/28/12,"Marine Terminals Corporation - East dba Ports Amer, Savannah, GA 31401",Worker was struck and killed by a forklift at a marine terminal.,Unknown,32.081259,-81.0809848,,,
PA,4/1/12,"Mersen USA St. Mary's PA-Corp., St. Mary's, PA 15857",Worker operating a powered industrial truck died when the raised fork from another truck struck his leg, cutting a main artery.,Unknown,41.4634516,-78.52065,,
TX,4/2/12,"Metroclean Commercial Building Services, Houston, TX 77067",Worker performing floor wax stripping duties was found deceased.,Unknown,29.9486953,-95.4410924,,,
MN,4/2/12,"Rumstick Construction Inc., Rollingstone, MN 55969",Worker performing residential construction died after falling 14 feet from a ladder.,Unknown,44.0977412,-91.8168206,,,
CA,4/3/12,"Mericle Mechanical Inc., Mettler, CA 93313",Worker repairing a HVAC unit on a warehouse roof died after falling 39 feet through a skylight.,Unknown,35.0632871,-118.9718697,,,
NC,4/3/12,"Outdoor Advertising Services, Snow Hill, NC 28580",Worker setting up a metal ladder alongside a billboard was electrocuted when the ladder touched a power line.,Unknown,35.4515504,-77.6810859,,,
TX,4/3/12,"W G Operating, Electra, TX 76360",Worker servicing an electrical pump was struck and killed by lightning.,Unknown,34.0292588,-98.9189575,,,
IA,4/4/12,"Demco Manufacturing Co., Boyden, IA 51234",Worker using a forklift to load grain carts onto a semi-trailer was killed after becoming stuck between the forklift's frame and cage.,Unknown,43.1910906,-96.005853,,,
IL,4/4/12,"Village of Stickney-Public Works, Stickney, IL 60402",Worker riding on the sidestep of a garbage truck died after becoming pinned between the truck and a protruding pipe.,Unknown,41.8379201,-87.7930381,,,
FL,4/2/12,"Eldesisca Services Inc., Doral, FL 33172",Worker painting a warehouse building roof died after falling 35 feet through a skylight.,Unknown,25.7858514,-80.360297,,,
MS,4/2/12,"Progressive Products and Service, Gulfport, MS 39505",Worker making repairs to a boat died after falling 12 feet from the boat's deck.,Unknown,30.4434816,-89.1010422,,,
TX,4/3/12,"Spectrum Painting, San Antonio, TX 78216",Worker was found laying semi-conscious, three feet from a ladder. He later died at the hospital.,Unknown,29.5516834,-98.4952228,,
FL,4/6/12,"A-1 Property Services Group Inc., Doral, FL 33122",Worker painting a roof died after falling 25 feet through a skylight.,Unknown,25.8035656,-80.3185252,,,
MS,4/9/12,"Omega Protein, Moss Point, MS 39562",Worker at a seafood plant was killed when he was caught in a conveyor used to move liquids and grain materials.,Unknown,30.4115881,-88.5344601,,,
IL,4/9/12,"S & J Construction Co. Inc., Chicago, IL 60633",Worker was performing steel erection activities and was crushed by a steel beam.,Unknown,41.6602362,-87.564304,,,
MD,4/10/12,"274 East Memorial LLC, Hagerstown, MD 21740",Worker on the back of a small vehicle used for hauling trash died from injuries after he was thrown from the vehicle when it made a turn.,Unknown,39.6417629,-77.7199932,,,
MD,4/10/12,"Potomac Abatement Inc., Silver Spring, MD 20910",Worker for an environmental hazards solutions company died after falling 10 stories from a self-lifting scaffold.,Unknown,39.0041504,-77.0391754,,,
TN,4/12/12,"TN Aluminum Processors Inc., Mt. Pleasant, TN 38474",Worker loading aluminum into a shredder was killed after being pulled into the machine.,Unknown,35.5342414,-87.2069541,,,
NM,4/13/12,"Shamrock Foods, Albuquerque, NM 87120",Worker at a food processing facility was killed when an elevated docking board used to fill the gap between a trailer and loading dock fell and struck his head.,Unknown,35.1509567,-106.7470536,,,
NY,11/17/11,"Dragados USA/Judlau, New York, NY 10017",Worker using a concrete sprayer during tunnel repairs was struck and killed by falling concrete.,Unknown,40.7519846,-73.9697795,,,
NY,2/10/12,"Star Wars Technology Systems Inc., New York, NY 10007",Worker installing heat control cabling died after falling off a ladder and hitting his head on the concrete floor.,Unknown,40.7136487,-74.0087126,,,
MN,3/14/12,"Premier Precision Group-Sternel, Plymouth, MN 55441",Worker performing painting services died from cardiac arrest.,Unknown,45.0105194,-93.4555093,,,
AL,4/9/12,"Doyon Drilling Inc., Prudhoe Bay, AL 99734",Worker performing rig operations offshore died after he was caught between a pipe elevator support and a generator room wall.,Unknown,70.2533244,-148.3495937,,,
PR,4/9/12,"Ferreteria Maderas 3C, San Juan, PR 00920",Worker in a warehouse shipping and receiving area was struck and killed by a vehicle.,Unknown,18.4100746,-66.0909634,,,
IL,4/9/12,"Village of Romeoville- Public Works, Romeoville, IL 60446",Worker was struck and killed by a public works vehicle.,Unknown,41.6475306,-88.0895061,,,
CA,4/9/12,"Yorba River Inc. dba Pro-Towing, Chino, CA 91710",Worker performing maintenance on a tow truck was killed when he was hit and dragged by the moving truck.,Unknown,34.0120229,-117.6786847,,,
CO,4/11/12,"Roggen Farmers Elevator Association, Roggen, CO 80652",Worker loading a large empty sila plastic bag into a mechanical device died when his body became caught in the bagging mechanism.,Unknown,40.1688174,-104.3719342,,,
UT,4/18/12,"Hansen Design Specialty Flooring Inc., Draper, UT 84020",Worker was struck and killed by a vehicle while performing maintenance in a storm drain.,Unknown,40.4960215,-111.8687825,,,
NC,4/18/12,"Lewis Nursery and Farms Inc., Rocky Point, NC 28457",Worker was killed after his leg became caught in coiled rope that was being pulled onto a post by a spooling machine.,Unknown,34.4350957,-77.8877304,,,
CA,4/19/12,"Erosion Control Applications Inc., Hinkley, CA 92347",Worker using a bobcat and boom lift to remove an aluminum tube that was stuck inside a liner roll died from head injuries when he became pinned between bobcat and its frame.,Unknown,34.9344769,-117.1993469,,,
CA,4/19/12,"OFC Transport, Wilmington, CA 90744",Worker refueling his truck was killed when the truck moved forward and rolled over him.,Unknown,33.7857948,-118.2643567,,,
CA,4/20/12,"Key Energy Services Inc., Fellows, CA 93224",Worker was struck and killed while trying to stop his truck from rolling downhill.,Unknown,35.1785779,-119.5412328,,,
NC,3/24/12,"A and A Farms Inc., Bunnlevel, NC 28323",Farm worker was killed after a box of seed potatoes fell on him.,Unknown,35.3096063,-78.7802994,,,
MS,4/10/12,"Parker Logging, Brandon, MS 39042",Worker cutting down trees was struck and killed by a falling tree.,Unknown,32.2732024,-89.9859158,,,
NJ,4/14/12,"D Barro Landscaping Service Inc., Leonia, NJ 07605",Worker repairing an uprooted sidewalk at a construction site was crushed after a concrete slab hanging from a bobcat fell on him.,Unknown,40.8614887,-73.9881942,,,
GA,4/17/12,"A.F.R. of Georgia Inc., Winder, GA 30680",Worker at a fiberglass manufacturing facility died after suffering a seizure.,Unknown,33.9926097,-83.7201709,,,
FL,4/17/12,"General Asphalt Co. Inc., Deerfield Beach, FL 33441",Worker repaving part of a highway was killed after being run over by a dump truck.,Unknown,26.3058811,-80.0926014,,,
CO,4/24/12,"Evraz Rocky Mountain Steel, Pueblo, CO 81004",Worker was run over and killed by a powered industrial truck.,Unknown,38.2544472,-104.6091409,,,
IA,4/24/12,"Oxton Transport Inc., Red Oak, IA 51566",Driver on top of transport trailer while monitoring levels of liquid fertilizer died after falling to the concrete after suffering a stroke.,Unknown,41.0116667,-95.2272222,,,
NE,4/24/12,"Quality Power & Control, Allen, NE 68710",Worker performing electrical services was electrocuted.,Unknown,42.4151088,-96.8424713,,,
IL,4/24/12,"Wigand Disposal Company, Princeville, IL 61559",Worker collecting garbage died after he was run over by the trash truck.,Unknown,40.9297591,-89.7576021,,,
IN,4/26/12,"PJE Lawn Care, Greenfield, IN 46163",Landscape worker using a tractor with attached chain to remove a tree stump drowned when the chain failed, causing the tractor to roll into a pond, trapping him underwater.,Unknown,39.7243229,-85.9100089,
TX,3/28/12,"Delta Construction, Plano, TX 75075",A worker at a construction site was killed after a catering truck hit him.,Unknown,33.0208716,-96.7386946,,,
TX,3/28/12,"Indus Construction LP, San Antonio, TX 78210",Bridge worker installing rebar was killed after falling 18 feet.,Unknown,29.3979578,-98.4677851,,,
NY,4/13/12,"Peekskill City Dept. of Public Works, Peekskill, NY 10566",Worker for a public works department suffered head trauma after falling from a truck.,Unknown,41.2900939,-73.9204158,,,
LA,4/16/12,"Marcella Juarez Concrete, Mandeville, LA 70448",Construction worker was struck and killed by lightning while pouring a concrete slab.,Unknown,30.3582506,-90.0656311,,,
TX,4/18/12,"MEI Rigging and Crating, Dallas, TX 75235",Worker was run over and killed by a forklift used to deliver materials at a construction site.,Unknown,32.8296623,-96.8511814,,,
OK,4/21/12,"Dan D. Drilling Inc., Capron, OK 73717",Worker for a drilling company died when he fell from a derrick platform to the rig floor.,Unknown,36.8966959,-98.5775806,,,
OK,4/23/12,"Horizon Energy Services LLC, Oklahoma City, OK 73135",Drilling worker was killed when a hydraulic line used to lift machinery broke, pinning him underneath the equipment.,Unknown,35.3922378,-97.4273195,,
DC,4/28/12,"DSNK Corporation, Washington, DC 20002",Worker lifting guardrails up to a third floor balcony died when the guardrail he leaned against collapsed, causing him to fall 21 feet to the concrete.,Unknown,38.9052763,-76.9815877,,
TX,4/28/12,"ISM Insulation, Magnolia, TX 77355",Worker using scaffold to spray foam insulation on a wall died after his ladder slipped, causing him to fall.,Unknown,30.2093794,-95.7507815,,
TX,4/30/12,"ConocoPhillips, Borger, TX 79008",Worker installing hydraulics at a silo chute died from a 20-foot fall when the chute moved to a vertical position.,Unknown,35.672082,-101.3925454,,,
LA,5/3/12,"Allison Marine Contractors, Amelia, LA 70340",Marine contract worker unhooking a pressure vessel from a crane line was killed when the vessel tipped over and fell on him.,Unknown,29.6617351,-91.1052203,,,
LA,5/3/12,"Frank's Casing Crew & Rental Tools, Lafayette, LA 70508",Worker at a tool company helping to move iron pipes was crushed when one of the pipes rolled over him.,Unknown,30.154741,-92.037116,,,
CA,5/3/12,"Ken's Firewood, Colusa, CA 95932",Worker performing demolition work was killed after a wall collapsed.,Unknown,39.2143343,-122.0094175,,,
IN,5/4/12,"Walsh Construction, Madison, IN 47250",Worker was operating an aerial lift and became wedged between the lift basket and beam.,Unknown,38.7358933,-85.3799577,,,
