State,Date,Address,Description,Type,Latitude,Longitude,Number
CO,11/16/13,"Twin Peaks Erectors Inc., Boulder, CO 80304",Worker installing decking died after falling from roof.,Fatality,40.0454736,-105.2838511,1
WA,11/15/13,"Ballard Marine Construction, Seattle, WA 98116",Worker died after being trapped in capsized boat. ,Fatality,47.5745802,-122.4047843,1
NY,11/15/13,"BDB Masonry Corp, New York, NY 10003",Worker died in fall from scaffold. ,Fatality,40.7322535,-73.9874105,1
MS,11/15/13,"Chevron Pascagoula Refinery, Pascagoula, MS 39568",Worker killed in furnace explosion. ,Fatality,30.37,-88.56,1
NV,11/15/13,"Precast Management Corporation, Sloan, NV 89054",Worker was crushed and killed by sound walls.,Fatality,35.8783748,-115.3548713,1
MA,11/14/13,"Fairview Contractors Inc., Stockbridge, MA 01262",Roofing worker died in fall from scaffold.,Fatality,42.2974781,-73.3266559,1
MD,11/14/13,"MD State Highway Administration, Parkville, MD 21234",One worker was killed and another injured when a motor vehicle struck them.,Fatality,39.3773292,-76.5396875,1
TX,11/14/13,"Popham Forest Products, Newton, TX 75966",Worker crushed and killed by log skidder.,Fatality,30.8485337,-93.7574008,1
TX,11/13/13,"Jerry Resendez Enterprise Inc., Laredo, TX 78040",Worker struck and killed by roller while performing street repairs. ,Fatality,27.5165805,-99.5117328,1
IN,11/13/13,"Pangere Corporation, Gary, IN 46406",Iron worker killed and three others injured when a blast oxygen furnace rubble pit wall plate fell on them.  ,Fatality,41.6020598,-87.4108352,1
ND,11/13/13,"Timberline Construction Inc., Williston, ND 58801",Worker killed in trench collapse.,Fatality,48.1469683,-103.6179745,1
SD,11/12/13,"Eagle Pass Ranch Limited Partnership, Highmore, SD 57345",Worker electrocuted by overhead power line. ,Fatality,44.5213731,-99.4415007,1
ND,11/12/13,"United Parcel Service, Noonan, ND 58765",Worker killed in vehicle collision. ,Fatality,48.8889194,-103.0087936,1
IN,11/11/13,"Recycle Force, Indianapolis, IN 46202",Worker died after being crushed between forklift and guard rail.,Fatality,39.7794767,-86.1700894,1
IL,11/10/13,"Charles Clark, Schaumburg, IL 60173",Worker unloading truck crushed and killed by falling freight.,Fatality,42.0467637,-88.0460894,1
OH,11/10/13,"Ken Greco Company Inc., Youngstown, OH 44502",Worker struck and killed by springing coil.,Fatality,41.0753993,-80.6382413,1
TX,11/10/13,"Seal Security Solutions LLC, Houston, TX 77060",Security worker shot and killed.  ,Fatality,29.938885,-95.3991907,1
SC,11/10/13,"Villager Construction Inc., Lexington, SC 29072",Worker struck and killed by vehicle in a construction work zone.,Fatality,33.9815369,-81.2362107,1
LA,11/9/13,"CEFCO, Bossier City, LA 71112",Cashier was fatally shot during a robbery.,Fatality,32.5159852,-93.7321228,1
OR,11/9/13,"Wildcat Haven Inc., Sherwood, OR 97140",Worker was killed by a captive cougar.,Fatality,45.3565074,-122.840098,1
CA,11/8/13,"Affiliated Temp Help, Vernon, CA 90058",Worker crushed by a bundle of falling metal rods.,Fatality,34.003903,-118.230073,1
WY,11/8/13,"C&Y Transportation Company, Casper, WY 82605",Worker struck and killed by drill pipe that fell from rail car during unloading.,Fatality,42.85198,-106.3248799,1
NJ,11/8/13,"Pieco Services Property Management, Williamstown, NJ 08094",Worker died when the street sweeper he was operating was struck by a truck.,Fatality,39.6862263,-74.995168,1
GA,11/8/13,"RJE Services, Newnan, GA 30263",Worker died after falling while installing siding.,Fatality,33.3806716,-84.7996573,1
FL,11/7/13,"American Vinyl Company, Opa Locka, FL 33054",Worker was struck and killed when an 8000 gallon oil tank ruptured.,Fatality,25.9023168,-80.2503271,1
ND,11/7/13,"Heart of America Medical Center, Rugby, ND 58368",Worker was killed in a vehicle collision.,Fatality,48.3688876,-99.9962463,1
CA,11/7/13,"Hunter Woodworks, Carson, CA 90810",Worker killed in fall from roof.,Fatality,33.8113701,-118.2234229,1
ND,11/7/13,"Ryan Auto Sales Inc., Minot, ND 58701",Worker was killed in a vehicle collision.,Fatality,48.2325095,-101.2962732,1
SC,11/7/13,"Superior Transportation Inc., Manning, SC 29102",Worker struck and killed by truck trailer. ,Fatality,33.6951627,-80.2109134,1
GA,11/7/13,"Universal Steel Supply Inc., Garden City, GA 31408",Worker was crushed when a steel plate fell over onto him. ,Fatality,32.1143715,-81.1540013,1
TX,11/7/13,"Valley Prestressed Products Inc., Eagle Lake, TX 77434",Worker was crushed after being trapped under a form use to make concrete products.,Fatality,29.5896836,-96.3335769,1
SC,11/7/13,"Warlock Atlantic Inc., Martin, SC 29836",Worker in aerial lift struck and killed by falling steel beam.,Fatality,33.1282394,-81.5377013,1
TX,11/6/13,"Cummings Paving and Recycling LLC, Yorktown, TX 78164",Worker was struck and killed by an asphalt truck that backed up onto him.,Fatality,28.9810888,-97.5027719,1
TX,11/6/13,"Fletcherville Car Crushing, Wichita Falls, TX 76310",Worker was crushed between a loader and a compacted car.,Fatality,33.9137085,-98.4933873,1
TX,11/6/13,"Hillcrest Memorial Cemetery, Edinburg, TX 78539",Worker was struck and killed by a shifting burial monument.,Fatality,26.3070151,-98.1419535,1
KY,11/6/13,"Nu-Way Roofing Inc., Mt. Sterling, KY 40353",Worker was killed when a gust of wind knocked him off a roof.,Fatality,38.0564679,-83.9432556,1
SC,11/6/13,"US Postal Service, Bethune, SC 29009",Mail carrier was killed in a vehicle collision.,Fatality,34.415154,-80.3489608,1
NV,11/5/13,"A-Core Concrete Cutting, Crescent Valley, NV 89821",Two workers were killed and two injured in a construction zone vehicle collision.,Fatality,40.4692966,-116.3721711,1
KS,11/5/13,"Airgas USA LLC, Hutchinson, KS 67501",Worker was struck and killed by an oxygen bottle when a pressure valve ruptured.,Fatality,38.0608445,-97.9297743,1
NY,11/5/13,"Creative Christmas Inc., New York, NY 10023",Worker installing lights died after falling from basket of an aerial boom-lift that was struck by a trailer.,Fatality,40.7769059,-73.9800645,1
WA,11/5/13,"Dale Hofman, Everett, WA 98208",Worker died after falling  from a tree being harvested.,Fatality,47.8962246,-122.1853637,1
CA,11/5/13,"Exclusive Motors, Placentia, CA 92870",Worker detailing a car was crushed when the  vehicle rolled back on him.  ,Fatality,33.8722371,-117.8703363,1
OR,11/5/13,"Hughes Electrical Contractors Inc., Portland, OR 97201",Worker  electrocuted by an energized 277-volt power circuit.,Fatality,45.505603,-122.6882145,1
CA,11/5/13,"JHOS Logistics and Transportation Inc., Wilmington, CA 90744",Worker died after being thrown 15 feet from an overturned forklift.,Fatality,33.7857948,-118.2643567,1
IN,11/5/13,"Piatak Meats, Merrillville, IN 46410",Worker shot and killed.,Fatality,41.4828144,-87.3328139,1
KS,11/5/13,"Tow Service Inc., Stafford, KS 67578",Worker was struck and killed by a vehicle while securing a bus to a semi-truck flatbed.,Fatality,37.9622371,-98.6006375,1
CA,11/5/13,"Unknown, Newport Beach, CA 92661",Worker taking photos from a helicopter killed in fall.,Fatality,33.602788,-117.9102538,1
FL,11/4/13,"Century Metals And Supplies, Bushnell, FL 33513",Worker retrieving wooden pallets from the roadway was struck and killed by a vehicle.,Fatality,28.6649924,-82.1128629,1
TX,11/4/13,"Halliburton Energy, Elmendorf, TX 78112",Employee was killed in a semi-truck collision. ,Fatality,29.2560731,-98.3327903,1
ND,11/4/13,"Oster Brothers Construction LLC , Ryder, ND 58779",Worker was struck and killed by a power line pole that fell from an overhead lift.,Fatality,47.9175076,-101.677943,1
TX,11/4/13,"Patterson UTI Drilling LLC, Barnhart, TX 76930",Oil rig worker crushed and killed by blowout preventer.,Fatality,31.1625076,-101.1843887,1
OR,11/4/13,"Waste Management of Oregon Inc., Arlington, OR 97812",Worker was struck and killed by a container  door.,Fatality,45.716796,-120.2008761,1
NJ,11/2/13,"B Hughes Tree Service, Wall Township, NJ 07719",Worker conducting tree trimming was electrocuted by power lines.,Fatality,40.1606666,-74.0679753,1
UT,11/1/13,"Gillies Signs and Design Inc., Bountiful, UT 84010",Worker died in fall from boom lift basket.,Fatality,40.8893895,-111.880771,1
MN,11/1/13,"Jensen Farms, Stephen, MN 56757",Worker was struck and killed by farm equipment.,Fatality,48.4499791,-96.8725616,1
IA,11/1/13,"Maxx Tree Service, Eagle Grove, IA 50533",Worker died after falling from a boom lift basket.,Fatality,42.6641396,-93.9044473,1
RI,11/1/13,"Precision Auto Sales & Body Works Inc., West Greenwich, RI 02817",Worker struck and killed by drive shaft while preparing  vehicle for towing.,Fatality,41.6285498,-71.6638132,1
TX,11/1/13,"Ronny Little Trucking Inc., Laredo, TX 78045",Worker was crushed by pipe while offloading it from a truck. ,Fatality,27.5305671,-99.4803241,1
TX,11/1/13,"ThyssenKrupp Elevator, Dallas, TX 75201",Maintenance worker killed after falling down elevator shaft.,Fatality,32.7863301,-96.7962528,1
CA,10/31/13,"David Woods (self-employed handyman), Cayucos, CA 93430",Worker power washing roof died in a fall.,Fatality,35.4427511,-120.8921254,1
NJ,10/31/13,"Lyon & Son Tree Service LLC, Haddonfield, NJ 08033",Worker died after falling from a tree.,Fatality,39.8915022,-75.0376707,1
GA,10/31/13,"Meggitt (Rockmart) Inc., Rockmart, GA 30153",Worker died after being struck by an autoclave door.,Fatality,34.0026005,-85.0416133,1
OK,10/31/13,"U.S. Postal Service, Tulsa, OK 74136",Worker operating a mail carrier vehicle was killed in a traffic collision.,Fatality,36.0638055,-95.9616548,1
AR,10/31/13,"Weaver Bailey Contractors Inc., Alexander, AR 72002",Worker killed in a trench collapse.,Fatality,34.6295373,-92.4412674,1
WI,10/30/13,"All Around Home Improvement LLC, Fox Point, WI 53217",Worker crushed when a residential garage collapsed on him.,Fatality,43.1575097,-87.9017529,1
OH,10/30/13,"Family Dollar, Willard, OH 44890",Worker shot and killed during an attempted robbery. ,Fatality,41.0531109,-82.7262906,1
CA,10/30/13,"Julal Construction Inc., Beverly Hills, CA 90210",Worker died after falling more than three stories through a skylight.,Fatality,34.0736204,-118.4003563,1
CA,10/30/13,"Sierra Pacific Industries Inc., Quincy, CA 95971",Worker died after becoming tangled in equipment.,Fatality,39.9368363,-120.9471764,1
ID,10/30/13,"Webeco LLC, Plummer, ID 83851",Worker crushed when the log truck he was riding in tipped onto its side. ,Fatality,47.3351803,-116.8885094,1
WV,10/29/13,"Bulk Transit Corporation, Harman, WV 26270",Tractor driver died in a vehicle collision.,Fatality,38.9223323,-79.5250534,1
NJ,10/29/13,"C J Hesse Inc., New Gretna, NJ 08224",Worker struck and killed by dump truck during highway resurfacing.,Fatality,39.5844805,-74.4496317,1
OH,10/29/13,"Chris Watterson, Akron, OH 44301",Worker using bucket truck to install building siding died after falling 15 feet.,Fatality,41.0440386,-81.521241,1
TX,10/29/13,"Key Energy Services Inc., Colorado City, TX 79512",Worker struck and killed by a high pressure line on rig.,Fatality,32.3881745,-100.8645576,1
NY,10/29/13,"Mark Construction Group Corp., Hudson, NY 10520",Carpenter died after falling through a wall opening.,Fatality,41.2025169,-73.8848528,1
SC,10/28/13,"Gilbert Logging, Belton, SC 29627",Worker was struck and killed by a falling tree.,Fatality,34.5228881,-82.4942948,1
TX,10/28/13,"Henkels & McCoy, South Lake, TX 76092",Worker electrocuted while installing fiber optic cable near overhead power lines.,Fatality,32.9412363,-97.1341783,1
CO,10/28/13,"Kenneth Wilson, Pagosa Springs, CO 81147",Worker painting exterior of a house died in fall from scaffold.,Fatality,37.26945,-107.0097617,1
FL,10/28/13,"Langford Services Inc., Ormond Beach, FL 32173",Worker died after falling from the roof of a single family residence under construction.,Fatality,29.2519195,-81.1113506,1
VA,10/28/13,"Omega Protein Inc., Reeville, VA 22539",Worker on fishing boat drowned.  ,Fatality,37.8573429,-76.2826675,1
SC,10/28/13,"Southern Choppers Logging, Belton, SC 29627",Worker died after being struck by cut tree.,Fatality,34.5228881,-82.4942948,1
FL,10/26/13,"James Arnett Wells, Vero Beach, FL 32967",Worker repairing a roof died after falling through a skylight.,Fatality,27.7242715,-80.4660256,1
LA,10/25/13,"Asplundh Tree Expert Co., Benton, LA 71006",Worker trimming trees was killed when a cut tree limb caught his climbing line.,Fatality,32.6948677,-93.7418454,1
FL,10/25/13,"Charles Harward, Ocala, FL 34470",Worker repairing leaks died after falling from roof.,Fatality,29.2001796,-82.067952,1
ME,10/25/13,"DJS Building & Restoration LLC, Kennebunk, ME 04043",Worker died in fall from roof of a residential building.,Fatality,43.3845306,-70.54399,1
CA,10/25/13,"Famous McElwee, Pomona, CA 91767",Worker driving semi-truck was killed in vehicle collision.,Fatality,34.0836851,-117.7432015,1
CA,10/25/13,"GK Stones, Westminster, CA 92683",Worker was crushed and killed by slabs of granite that fell off a truck during loading.,Fatality,33.7513419,-117.9939921,1
OK,10/25/13,"Lawrance Murrary, Chelsea, OK 74016",Worker digging fence post holes died when caught in tractor-powered auger.,Fatality,36.535647,-95.432474,1
GA,10/25/13,"Quality Posting Services Inc., Douglasville, GA 30134",Worker died after falling from a billboard catwalk.,Fatality,33.7514966,-84.7477136,1
OK,10/24/13,"Arch Granite & Cabinetry Inc., Oklahoma, OK 73108",Worker crushed when forklift rolled over.,Fatality,35.4495749,-97.5572231,1
FL,10/24/13,"Conrad Yelvington Sales LLC dba CYDI, Sanford, FL 32773",Worker crushed when the rail car he was riding on derailed.,Fatality,28.7405957,-81.2739073,1
MD,10/24/13,"Joseph Smith & Sons Inc., Capitol Heights, MD 20743",Recycling yard worker struck and killed by a dump truck.,Fatality,38.8851122,-76.9158068,1
MO,10/24/13,"Larry Strate Plumbing, Lees Summit, MO 64082",Worker connecting sewer pipe died in a trench collapse.,Fatality,38.8525512,-94.4079213,1
OH,10/24/13,"Metaldyne Powertrain Components Inc., Twinsburg, OH 44087",Worker died in fall while replacing a belt on a conveyor motor.  ,Fatality,41.3125552,-81.4401129,1
CA,10/24/13,"Von Arx Drayage Company Inc., Eureka, CA 95501",Truck driver was killed in vehicle crash and explosion.,Fatality,40.8134774,-124.1460963,1
IN,10/23/13,"Professional Transportation, Evansville, IN 47715",Worker died in a motor vehicle collision with a train.,Fatality,37.961954,-87.4703029,1
SC,10/23/13,"Republic Contracting Corp., Bluffton, SC 29910",Worker struck and killed by vehicle in road construction work zone.,Fatality,32.2371465,-80.8603868,1
MO,10/23/13,"St Louis Bridge Company, West Alton, MO 63386",Skiff operator died when vessel was struck by a tow boat.,Fatality,38.7934268,-90.0763715,1
TX,10/22/13,"A Better Way Landscaping, Amarillo, TX 79109",Worker trimming trees was electrocuted by power lines.,Fatality,35.1633874,-101.900579,1
LA,10/22/13,"DDA Construction, Franklin, LA 70538",Worker died in fall from a sheet metal roof.,Fatality,29.7960399,-91.5015002,1
LA,10/22/13,"J & J Diving Corporation , Port Sulphur, LA 70083",Worker drowned while conducting diving operations. ,Fatality,29.4804947,-89.6939531,1
PA,10/22/13,"K. Dolan Corporation, Blairsville, PA 15717",Worker crushed and killed between hydraulic rear-door of a vacuum truck and vacuum tank.,Fatality,40.4311796,-79.260869,1
UT,10/21/13,"Dale T Smith Meat Packing Inc., Draper, UT 84020",Worker was crushed between the skid steer bucket and a semi-truck.,Fatality,40.4960215,-111.8687825,1
NE,10/21/13,"Fore-Quarters Feedlot LLC, Norfolk, NE 68701",Worker died after becoming engulfed by cattle feed in an open silage pit.,Fatality,42.0327234,-97.4137553,1
MN,10/21/13,"Landwehr Construction Inc., St. Paul, MN 55117",Worker killed when the crane he was operating tipped over.,Fatality,44.9908014,-93.0962099,1
OH,10/21/13,"Romanoff Electric, Upper Arlington, OH 43221",Worker pulling cable was electrocuted. ,Fatality,39.9945084,-83.0624078,1
LA,10/20/13,"Carnival Cruise Lines, New Orleans, LA 70160",Worker died after being caught between a manlift and a platform during ship maintenance.,Fatality,29.95,-90.08,1
CA,10/20/13,"M3 Mechanical, Newport Beach, CA 92660",Worker died after falling from roof ladder.,Fatality,33.6301328,-117.8721676,1
NJ,10/20/13,"Performance Team Freight Systems Inc., Edison, NJ 08817",Worker repairing a bridge died after a falling from an aerial lift.,Fatality,40.5054763,-74.3939339,1
TN,10/20/13,"Wrigley Manufacturing Company LLC, Chattanooga, TN 37421",Worker died after falling from a ladder that was struck by a forklift backing up.,Fatality,35.041539,-85.1583064,1
CA,10/19/13,"Bay Area Rapid Transit District, Walnut Creek, CA 94597",Two rail workers were struck and killed by a train.,Fatality,37.9193365,-122.0780632,1
AL,10/19/13,"Christopher Professional Services Inc., Athens, AL 35611",Worker struck and killed by excavated material.,Fatality,34.8028661,-86.9716741,1
CA,10/19/13,"John Boak Logging LLC, Humboldt, CA 95519",Worker was struck and killed by a falling tree. ,Fatality,40.9373196,-124.0312662,1
NC,10/19/13,"Martin Roofing Services Inc., Wilkesboro, NC 28697",Worker was struck and killed by falling brick.,Fatality,36.1459649,-81.1606401,1
MN,10/19/13,"Stopski Construction, Minnetonka, MN 55305",Construction worker died after falling from a ladder.,Fatality,44.957939,-93.4307587,1
MT,10/18/13,"Big Sky General Rental Inc., Butte, MT 59701",Employee killed after being ejected from aerial lift basket.,Fatality,46.0600227,-112.490614,1
CA,10/18/13,"Roberto Rodas Ortiz, Los Angeles, CA 90040",Worker was struck and killed by a truck.,Fatality,33.9930471,-118.153228,1
MD,10/17/13,"Executive Contractors R.S.R. Inc., Silver Spring, MD 20910",Worker died after falling from  a roof.,Fatality,39.0041504,-77.0391754,1
IL,10/17/13,"Hanson Landscape Design & Installation Inc., Sandwich, IL 60548",Worker was crushed when lawnmower fell off jacks during repairs.,Fatality,41.6458634,-88.6217432,1
WA,10/17/13,"Natural Resources Department of  Washington State, Deer Park, WA 99006",Worker was struck and killed by a tree during wild fire containment operations.,Fatality,47.9543375,-117.476891,1
OH,10/17/13,"Quality Ready Mix, Wapakoneta, OH 45895",Worker driving a dump truck was killed in collision.  ,Fatality,40.5678265,-84.1935594,1
ID,10/17/13,"Roth Farms LLC, Blackfoot, ID 83221",Worker died when ATV flipped over. ,Fatality,43.1904709,-112.3449773,1
TX,10/17/13,"Sabre Tubler Structure Inc., Alvarado, TX 76009",Worker stuck and killed by over-head crane.,Fatality,32.4065312,-97.2116782,1
CA,10/16/13,"Cedar Valley Plumbing Supply, West Lake Village, CA 91362",Worker died after falling through a roof.,Fatality,34.1971476,-118.824722,1
SC,10/16/13,"Davids Heating and Air LLC, Seneca, SC 29678",Worker trimming trees died after falling from ladder.,Fatality,34.6856555,-82.9532036,1
NJ,10/16/13,"Frazee's Cable Services Inc., Flemington, NJ 08822",Worker electrocuted while working from bucket truck.,Fatality,40.5123258,-74.8593318,1
GA,10/16/13,"Georgia Pacific, Cedar Springs, GA 39832",Worker crushed and killed by winding machine.,Fatality,31.184211,-85.037149,1
UT,10/16/13,"Real Property Management West LLC, West Jordan, UT 84088",Worker died after falling from residential roof.,Fatality,40.5934061,-111.9641728,1
MN,10/16/13,"Rykers Construction LLC, Rochester, MN 55902",Construction worker died in fall.,Fatality,43.9731715,-92.5197932,1
TX,10/16/13,"Tool-Flo, Houston, TX 77061",Worker electrocuted while repairing a band saw. ,Fatality,29.6549449,-95.2841177,1
WA,10/15/13,"JR Simplot Company, Moses Lake, WA 98837",Worker killed after being pulled under tractor and run over.,Fatality,47.1301417,-119.2780771,1
WA,10/15/13,"Level Best Inc., Thorp, WA 98946",Worker crushed between bucket and raised outrigger.,Fatality,47.0679018,-120.671185,1
WV,10/15/13,"Waste Management of WV, Spencer, WV 25276",Worker died after being stung by a bee during waste disposal operations.,Fatality,38.8020322,-81.3509532,1
OK,10/15/13,"Xcaliber International LTD LLC, Pryor, OK 74361",Worker was killed in a vehicle collision.,Fatality,36.3084275,-95.3169136,1
MN,10/14/13,"Clyde Machine,  Glenwood, MN 56334",Worker crushed by one-ton object that fell on him while welding.,Fatality,45.6502392,-95.3900419,1
PA,10/14/13,"Detweiler Lumber LLC, Allensville, PA 17002",Worker died from severe laceration caused by a rotating saw blade.,Fatality,40.5359062,-77.8169407,1
NC,10/14/13,"Manuel Contractors LLC, Charlotte, NC 28213",Worker on construction site electrocuted by overhead power line.,Fatality,35.2916363,-80.7269854,1
CA,10/12/13,"Key Energy Services California Inc., Santa Maria, CA 93454",Worker died in a fall.,Fatality,34.9530337,-120.4357191,1
IN,10/11/13,"Siemens Water Technologies LLC, New Lisbon, IN 47366",Worker was killed in a vehicle collision.,Fatality,39.8602564,-85.2602724,1
AR,10/10/13,"Franklin Burt Logging Warren Inc., Warren, AR 71671",Worker was struck and killed by a log truck loader moving in reverse.  ,Fatality,33.6126086,-92.064583,1
CA,10/10/13,"Jesus Cesar Briseno (DBA Cali Agriculture), Ivanhoe, CA 93235",Worker died after falling from ladder while picking olives.  ,Fatality,36.3871725,-119.2178889,1
CO,10/10/13,"Sun Construction Inc., Trinidad, CO 81082",Worker operating a compactor when it rolled over on top of him.    ,Fatality,37.1694632,-104.5005407,1
MO,10/9/13,"Daniel Schenherr, Camdenton, MO 65020",Roofer died after falling 25 feet from scaffold.,Fatality,38.0080902,-92.7446289,1
ND,10/9/13,"Driven Services LLC, Manning, ND 58642",Worker replacing a pipe at a well site was killed after being  sprayed with gas.,Fatality,47.2300045,-102.7703485,1
TX,10/9/13,"Priefert Mfg. Co. Inc., Mount Pleasant, TX 75456",Worker electrocuted while installing computer component.,Fatality,33.1558182,-94.9695311,1
AL,10/8/13,"Con-Site Services Inc., Eight Mile, AL ",Worker crushed and killed by overturned excavator.,Fatality,30.7635213,-88.126946,1
AK,10/8/13,"F/V Ostrich, Ketchikan, AK 99901",Diver asphyxiated during diving operations. ,Fatality,55.3422222,-131.6461111,1
WV,10/8/13,"Skinner's Logging, Saint George, WV 26287",Worker crushed and killed by falling tree.,Fatality,39.1801465,-79.7624177,1
OH,10/8/13,"Wayne Dalton Corp., Mount Hope, OH 44660",Worker struck and killed by wire from a winder machine.  ,Fatality,40.6239865,-81.7840849,1
ND,10/7/13,"Hope Electric, Harvey, ND 58341",Worker struck and killed by a falling object.,Fatality,47.769723,-99.935404,1
WA,10/7/13,"Ozuna M. Benito, Moses Lake, WA 98837",Worker killed in multiple vehicle collission.,Fatality,47.1301417,-119.2780771,1
CA,10/7/13,"RJ Noble Company, Corona, CA 92883",Worker died after being pulled into an asphalt crushing machine.,Fatality,33.7407483,-117.4791295,1
AK,10/6/13,"Calista Corporation, Anchorage, AK 99501",Worker drowned after falling from towing vessel into the water.,Fatality,61.2189229,-149.8503728,1
ID,10/6/13,"Hollifield Ranches Inc., Hansen, ID 83334",Farm worker operating a tractor was killed in a collision with another vehicle.,Fatality,42.5296532,-114.301121,1
DC,10/6/13,"Medstar Health Washington Hospital Center, Washington, DC 20010",Maintenance worker died from freon exposure while peforming maintenance on a compressor.,Fatality,38.9294019,-77.014775,1
CA,10/4/13,"Brian McMahon Construction, San Rafael, CA 94903",Worker struck and killed by vehicle while inspecting a manhole.,Fatality,38.0270044,-122.5485873,1
NY,10/3/13,"Omar Barahona, College Point, NY 11356",Worker performing maintenance on a forklift crushed when it  slipped from supports.,Fatality,40.786395,-73.8389657,1
CA,10/3/13,"Pacific Architects and Engineers Incorporated, Terminal Island, CA 90731",Worker fell from boat and drowned while testing repaired engine.,Fatality,33.7241323,-118.2643567,1
NY,10/2/13,"Mow It Now & H.I.N. LLC, Coram, NY 11727",Worker operating a lawn mower struck and killed by passing  motor vehicle.,Fatality,40.8818158,-72.9992013,1
CA,10/2/13,"Traffic Loops Crackfilling Inc., Clovis, CA 93612",Roadway worker struck and killed by a motor vehicle.,Fatality,36.8109736,-119.7136456,1
IL,10/1/13,"CSB Enterprises Inc., Huntley, IL 60142",Worker  struck and killed by an industrial truck.,Fatality,42.1680796,-88.4281415,1
ID,10/1/13,"Jack Verbree Jr. Dairies LLC, E Wendell, ID 83355",Worker died after being struck by equipment he was servicing.,Fatality,42.7757368,-114.7042168,1
NY,10/1/13,"MLTK LLC, Staten Island, NY 10306",Worker struck and killed by grocery delivery car.,Fatality,40.5729336,-74.1298684,1
MT,10/1/13,"Tice Electric Company, Plains, MT 59859",Worker was crushed when forklift rolled over.,Fatality,47.4602135,-114.8829119,1
CA,9/30/13,"CAM Contractors Inc., Huntington Beach, CA 92649",Worker was electrocuted in concrete electrical vault.,Fatality,33.721051,-118.0478826,1
IA,9/30/13,"Cramer & Associates Inc., Cedar Rapids, IA 52404",Worker performing repairs on bridge killed when man lift basket pinned him against the bridge.,Fatality,41.9270157,-91.6955092,1
MN,9/30/13,"Cross Creek Farms Inc., Shakopee, MN 55379",Worker was struck and killed by a horse being groomed. ,Fatality,44.7973962,-93.5272861,1
NJ,9/30/13,"Maher Terminals Inc., Elizabeth, NJ 07201",Worker struck and killed by truck.,Fatality,40.6669059,-74.2040745,1
CA,9/30/13,"Reliable Tape Products, Vernon, CA 90058",Worker cleaning sump hole fell in and drowned.,Fatality,34.003903,-118.230073,1
AZ,9/30/13,"Skanska, Holbrook, AZ 86025",Worker died after fall from the deck of a bridge under construction.,Fatality,34.9022482,-110.1581768,1
IN,9/30/13,"Super 8 Motel, Marion, IN 46952",Hotel worker fatally shot during robbery.,Fatality,39.838122,-86.0233757,1
DE,9/30/13,"Valley Logistics, Wilmington, DE 19810",Worker crushed by computer cabinet that fell from a delivery truck.,Fatality,39.817642,-75.5101999,1
AL,9/29/13,"Mega Construction Co Inc., Daphne, AL 36526",Worker died after a fall on construction site. ,Fatality,30.6035255,-87.9036047,1
MN,9/25/13,"Evergreen Acres Dairy, Paynesville, MN 56362",Worker was struck and killed by a pay loader.,Fatality,45.3768459,-94.7236488,1
MN,9/23/13,"Anderson Produce Company Inc., Roseville, MN 55113",Worker died after falling in a storage room and hitting his head on the concrete floor.,Fatality,45.0060767,-93.1566107,1
UT,9/9/13,"Wal Mart Assoc. Inc., Clinton, UT 84015",Worker stocking merchandise died in fall from step ladder.,Fatality,41.139666,-112.0504983,1
WA,9/3/13,"Westfire Coastal Inc., Woodinville, WA 98072",Worker was killed in vehicle collision.,Fatality,47.7542651,-122.1634582,1
KY,6/22/13," Blue Ridge Cable, Mouthcard, KY 41548",Worker performing landscaping along highway was struck and killed by a motor vehicle.,Fatality,37.3753556,-82.269193,1
CA,8/1/12,"Valley Healthcare Center LLC, Fresno, CA 93727",Healthcare worker died after contracting tuberculosis.,Fatality,36.7486376,-119.7078532,1
AR,9/27/13,"Affordable Homes Super Center Inc, Lafe, AR 72436",Worker struck and killed by an outrigger while lowering a manufactured home onto blocks.,Fatality,36.2042316,-90.5139956,1
FL,9/27/13,"Bill Moen, Sole Proprietor, Tampa, FL 33664",Worker trimming a tree on a step ladder died after being struck by a tree limb and falling to the ground.,Fatality,27.97,-82.52,1
IN,9/27/13,"B-Mack Wireless Inc., Indianapolis, IN 46219",Worker was crushed by a boom on crane being used to lift generator. ,Fatality,39.7803581,-86.0427626,1
ID,9/27/13,"Bureau of Land Management, National Interagency Fire Center, Great Basin Smoke Jumpers, Glenns Ferry, ID 83623",Smokejumper died when his parachute canopy failed to deploy.,Fatality,42.9548989,-115.3009037,1
OH,9/27/13,"Klosterman Baking Company, College Corner, OH 45003",Worker died after being pinned between a truck and a dumpster when the truck rolled.,Fatality,39.5675514,-84.8144004,1
TX,9/27/13,"Robert Morey, Austin, TX 78732",Worker died after falling from the 2nd story framing level.,Fatality,30.3788578,-97.8923749,1
IA,9/26/13,"Iowa Erosion Control Inc., Liberty Center, IA 50166",Worker performing construction road flagger duties was struck and killed by a truck.  ,Fatality,41.289829,-93.4397386,1
MO,9/26/13,"Robertson Contractors Inc, Poplar Bluff, MO 63901",Equipment operator drowned when an excavator tipped and the cab became submerged in water.,Fatality,36.7569994,-90.392888,1
CA,9/26/13,"Tehama County at Long Ranch, Tehama, CA 96090",Worker died when caught between the hitch and trailer of a dump truck. ,Fatality,40.0233664,-122.1220856,1
IL,9/26/13,"Terry Rimiller, Chicago, IL 60621",Worker died after falling from roof. ,Fatality,41.775305,-87.6416419,1
